Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,8,
Reserves,250,420,516,572,605,598,632,718,778,712,763,834,
Borrowings,191,243,497,541,574,529,460,512,534,378,360,374,
  └─ Long term Borrowings,77,120,178,165,237,197,151,175,185,186,149,115,
  └─ Short term Borrowings,85,89,262,312,273,248,272,302,303,149,153,137,
  └─ Lease Liabilities,0,0,0,0,0,31,37,36,46,42,58,123,
  └─ Preference Capital,0,0,0,0,0,0,0,0,0,7,14,0,
  └─ Other Borrowings,30,34,57,64,64,53,0,0,0,-7,-14,,
Other Liabilities,335,372,422,518,477,416,452,550,682,878,825,795,
  └─ Non controlling int,5,20,83,96,90,94,100,108,108,113,73,78,
  └─ Trade Payables,208,201,164,233,202,173,184,260,378,287,334,334,
  └─ Advance from Customers,10,9,15,5,4,7,14,12,10,6,7,,
  └─ Other liability items,112,142,160,184,181,142,155,170,186,472,412,383,
Total Liabilities,784,1044,1443,1639,1664,1552,1554,1788,2003,1976,1957,2011,
Fixed Assets,264,381,527,648,713,778,759,752,1015,1121,1063,1091,
  └─ Land,9.16,12.25,19.42,22.03,25.16,25.86,25.96,26.69,44.66,44.24,40.68,,
  └─ Building,68.11,103.09,91.65,113.12,134.01,207.89,226.62,236.58,321.57,349.25,364.17,,
  └─ Plant Machinery,375.42,469.19,408.69,493.99,551.93,591.72,606.26,636.87,839.14,940.21,900.44,,
  └─ Equipments,6.91,8.46,6.96,12.36,14.14,16.48,17.34,19.33,22.12,38.54,27.92,,
  └─ Furniture n fittings,15.52,17.14,10.64,29.45,41.11,44.31,43.23,44.55,34.10,36.13,36.53,,
  └─ Vehicles,15.57,18.23,16.91,24.32,27.24,26.15,29.61,35.73,39.73,34.45,53.15,,
  └─ Intangible Assets,0.00,0.96,4.41,4.41,7.28,7.28,7.28,7.28,7.28,7.28,6.03,8.91,
  └─ Other fixed assets,3.65,3.68,1.02,10.30,10.34,10.78,10.80,10.62,10.96,11.10,11.09,,
  └─ Gross Block,494.34,633.00,559.70,709.98,811.21,930.47,967.10,1017.65,1319.56,1461.20,1440.01,,
  └─ Accumulated Depreciation,230.56,252.47,32.32,61.81,98.30,152.59,208.28,265.60,304.39,340.33,376.57,,
CWIP,1,6,56,28,25,6,9,227,47,10,16,19,
Investments,47,108,119,114,68,34,90,60,32,15,16,16,
Other Assets,473,549,741,849,859,734,696,749,908,831,861,885,
  └─ Inventories,136,139,221,260,255,328,245,274,391,347,338,352,
  └─ Trade receivables,259,317,427,504,418,280,221,237,268,337,369,301,
    └─ Receivables over 6m,11,19,0,0,0,0,34,3,32,27,26,,9
    └─ Receivables under 6m,250,300,429,507,424,293,206,253,259,333,366,,208
    └─ Prov for Doubtful,-2,-2,-2,-3,-6,-14,-18,-19,-23,-23,-23,,-2
  └─ Cash Equivalents,15,18,24,14,40,20,149,149,155,71,78,148,
  └─ Loans n Advances,2,3,3,3,36,42,31,45,39,39,27,24,
  └─ Other asset items,60,71,67,69,110,64,50,45,55,37,50,61,
Total Assets,784,1044,1443,1639,1664,1552,1554,1788,2003,1976,1957,2011,
