Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,31,31,31,31,31,31,31,31,31,31,31
Reserves,261,361,497,598,602,791,1031,1204,1216,1308,1302
Borrowings,116,82,87,194,230,165,173,254,368,269,362
  └─ Long term Borrowings,92,60,29,101,147,90,114,169,226,162,147
  └─ Short term Borrowings,0,2,33,66,39,36,58,79,138,106,208
  └─ Lease Liabilities,0,0,0,0,0,1,0,5,3,2,6
  └─ Other Borrowings,24,20,25,26,43,38,0,0,0,0,
Other Liabilities,171,184,245,323,299,337,416,503,520,603,606
  └─ Trade Payables,154,171,150,230,200,221,295,371,377,453,387
  └─ Advance from Customers,0,1,0,2,0,0,0,6,0,0,
  └─ Other liability items,16,13,95,92,99,116,121,127,143,150,219
Total Liabilities,578,658,860,1146,1161,1324,1651,1992,2135,2211,2300
Fixed Assets,322,324,403,389,471,702,736,717,1030,1016,1182
  └─ Land,19.86,20.76,47.59,47.59,47.59,47.59,47.59,2.34,2.34,2.37,
  └─ Building,25.99,25.99,29.05,30.12,34.32,41.37,39.20,46.15,62.16,80.05,
  └─ Plant Machinery,648.42,651.27,716.11,717.66,813.94,1062.19,1109.90,1114.52,1437.15,1440.81,
  └─ Equipments,3.03,3.82,4.00,4.35,4.63,4.79,2.87,3.35,3.69,4.08,
  └─ Furniture n fittings,4.68,9.34,9.58,9.74,10.18,10.24,9.34,10.11,11.17,12.47,
  └─ Vehicles,5.20,6.15,6.45,8.53,9.18,9.51,11.99,12.84,14.21,16.70,
  └─ Intangible Assets,0.00,0.00,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.66
  └─ Other fixed assets,0.49,24.13,29.80,22.03,28.34,31.58,41.15,90.27,93.12,96.66,
  └─ Gross Block,707.67,741.46,844.59,842.03,950.19,1209.28,1264.05,1281.59,1625.85,1655.15,
  └─ Accumulated Depreciation,385.44,417.60,441.65,452.81,478.86,507.71,527.87,564.31,595.61,638.88,
CWIP,4,11,89,283,339,132,118,349,158,234,173
Investments,0,17,60,70,12,16,81,182,144,134,88
Other Assets,252,306,308,404,339,475,716,745,803,826,858
  └─ Inventories,90,97,94,129,95,144,152,165,200,294,207
  └─ Trade receivables,109,150,139,183,143,199,347,325,337,285,350
  └─ Cash Equivalents,17,30,22,36,49,74,128,192,184,184,186
  └─ Loans n Advances,1,8,15,10,9,8,9,10,12,11,9
  └─ Other asset items,35,22,38,46,42,50,81,53,72,52,106
Total Assets,578,658,860,1146,1161,1324,1651,1992,2135,2211,2300
