Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,42,42,42,42,42,41,41,40,40,40,40,40,
Reserves,879,1013,1104,1434,1682,1816,2033,2128,2376,2670,2839,3151,
Borrowings,880,940,801,432,74,13,18,16,35,147,403,603,
  └─ Long term Borrowings,502,384,372,199,2,1,0,0,0,72,293,493,
  └─ Short term Borrowings,189,365,301,133,50,10,15,5,26,58,97,93,
  └─ Lease Liabilities,0,0,0,0,0,0,3,10,9,17,13,17,
  └─ Other Borrowings,189,191,129,101,22,2,0,-0,0,0,0,,
Other Liabilities,388,471,534,597,499,488,470,561,680,745,825,852,
  └─ Non controlling int,48,53,57,62,68,70,0,0,0,0,-0,-3,
  └─ Trade Payables,77,140,94,189,125,96,98,212,277,219,233,257,
  └─ Advance from Customers,12,22,18,17,13,19,12,24,11,14,19,,
  └─ Other liability items,251,255,366,329,293,303,359,324,391,512,574,598,
Total Liabilities,2190,2466,2480,2506,2297,2358,2562,2745,3131,3602,4107,4647,
Fixed Assets,1028,919,863,785,722,696,823,923,891,1416,2421,2612,
  └─ Land,61.53,0.00,0.00,0.00,0.00,0.00,0.00,114.29,121.75,195.40,229.29,,
  └─ Building,266.54,290.49,193.99,202.40,205.52,221.59,268.98,337.01,368.82,441.87,600.62,,
  └─ Estates,0.00,70.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Plant Machinery,1219.28,1237.70,694.58,724.82,735.27,743.72,895.16,948.17,948.17,1455.23,2526.30,,
  └─ Equipments,4.87,17.14,4.54,4.95,5.65,10.15,10.49,12.19,13.34,16.95,19.53,,
  └─ Computers,6.86,7.84,1.90,2.17,2.70,3.87,4.52,5.60,6.85,9.45,10.66,,
  └─ Furniture n fittings,7.16,8.41,3.68,4.05,4.26,9.48,10.16,10.53,11.55,17.99,20.71,,
  └─ Railway sidings,0.00,0.00,0.00,0.00,15.57,35.64,38.92,38.92,63.34,63.34,63.34,,
  └─ Vehicles,33.21,40.13,18.23,26.35,31.06,39.28,47.55,119.28,142.13,137.44,188.15,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,
  └─ Other fixed assets,12.98,1.67,87.42,90.88,96.06,103.32,109.80,21.26,29.18,29.56,37.15,,
  └─ Gross Block,1612.43,1673.81,1004.34,1055.62,1096.09,1167.05,1385.58,1607.25,1705.13,2367.23,3695.75,,
  └─ Accumulated Depreciation,584.46,754.68,141.11,270.89,373.77,470.92,562.62,683.77,814.19,951.30,1275.21,,
CWIP,41,49,55,36,74,238,127,109,551,1022,220,95,
Investments,2,2,1,1,2,2,2,167,173,2,2,258,
Other Assets,1119,1496,1561,1684,1498,1423,1611,1545,1517,1163,1464,1682,
  └─ Inventories,109,209,161,295,277,257,235,195,374,335,446,466,
  └─ Trade receivables,310,449,138,146,144,122,132,129,105,151,200,242,
    └─ Receivables over 6m,5,16,0,0,0,0,0,17,15,17,17,,2
    └─ Receivables under 6m,305,434,139,148,145,124,133,113,93,139,191,,123
    └─ Prov for Doubtful,0,-1,-1,-2,-1,-1,-1,-1,-4,-5,-8,,0
  └─ Cash Equivalents,20,24,20,20,211,284,472,385,312,97,52,125,
  └─ Loans n Advances,18,12,46,59,89,80,118,45,27,13,11,44,
  └─ Other asset items,662,802,1196,1164,778,680,655,792,700,566,755,806,
Total Assets,2190,2466,2480,2506,2297,2358,2562,2745,3131,3602,4107,4647,
