Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,15,22
Reserves,59,76,147
Borrowings,73,73,0
  └─ Long term Borrowings,72.92,72.92,0.00
Other Liabilities,19,32,111
  └─ Trade Payables,3,4,5
  └─ Other liability items,16,28,106
Total Liabilities,165,196,280
Fixed Assets,2,1,2
  └─ Plant Machinery,0.41,0.71,
  └─ Equipments,1.07,1.07,
  └─ Computers,0.91,0.91,
  └─ Furniture n fittings,0.07,0.07,
  └─ Vehicles,1.91,1.91,
  └─ Intangible Assets,0.00,0.00,0.45
  └─ Other fixed assets,0.01,0.01,
  └─ Gross Block,4.38,4.68,
  └─ Accumulated Depreciation,2.80,3.27,
CWIP,0,0,0
Investments,123,149,205
Other Assets,40,45,73
  └─ Trade receivables,13.05,19.38,34.71
  └─ Cash Equivalents,3.92,4.28,9.56
  └─ Loans n Advances,0.62,0.57,27.02
  └─ Other asset items,22.79,20.64,1.97
Total Assets,165,196,280
