Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,5,15,15,15,15,15,15,15,15,15
Reserves,249,323,380,485,604,716,944,1526,1906,2280,2649
Borrowings,102,40,54,128,125,89,59,29,4,3,68
  └─ Long term Borrowings,0.00,0.00,0.00,92.82,91.46,56.74,25.08,0.00,0.00,0.00,44.79
  └─ Short term Borrowings,0.00,40.26,53.61,20.19,0.00,32.43,33.44,27.20,0.00,0.00,0.15
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,4.23,2.79,23.26
  └─ Other Borrowings,102.14,0.00,0.00,15.26,33.26,0.00,0.01,-0.01,0.00,0.01,
Other Liabilities,63,76,81,74,108,127,219,237,182,213,266
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,53,64,70,53,86,98,154,176,135,155,173
  └─ Advance from Customers,1,3,2,2,3,0,0,0,0,0,
  └─ Other liability items,8,9,9,19,20,29,65,61,47,57,93
Total Liabilities,419,445,530,702,852,948,1236,1807,2108,2511,2999
Fixed Assets,125,97,88,78,217,196,229,214,268,363,390
  └─ Land,22.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.09,151.05,
  └─ Building,78.98,84.73,86.76,87.69,150.61,159.01,190.14,200.38,216.69,224.02,
  └─ Plant Machinery,98.87,105.46,111.46,114.05,205.93,216.92,246.88,256.51,284.34,299.65,
  └─ Equipments,9.01,11.66,12.46,13.36,16.94,18.30,21.33,19.88,23.70,25.40,
  └─ Computers,3.34,4.42,5.14,5.54,7.37,8.41,10.71,15.56,24.04,25.41,
  └─ Furniture n fittings,15.12,15.97,16.31,16.60,28.18,30.15,35.24,38.16,47.70,51.11,
  └─ Vehicles,6.06,6.78,7.38,9.19,8.93,9.30,9.81,11.74,11.99,13.30,
  └─ Intangible Assets,0.07,0.18,0.25,0.27,0.27,0.30,0.35,0.36,0.58,0.58,24.24
  └─ Other fixed assets,0.09,0.15,0.20,0.34,1.09,1.18,1.47,4.32,10.01,11.41,
  └─ Gross Block,234.33,229.35,239.96,247.04,419.32,443.57,515.93,546.91,658.14,801.93,
  └─ Accumulated Depreciation,109.61,132.37,151.63,168.87,202.54,247.72,286.62,332.87,389.88,438.51,
CWIP,6,3,32,106,6,26,14,40,30,27,62
Investments,0,11,11,10,33,31,31,39,36,35,38
Other Assets,289,334,399,508,597,694,962,1513,1774,2085,2508
  └─ Inventories,76,92,89,89,132,126,236,445,261,363,402
  └─ Trade receivables,89,110,146,156,132,162,301,351,311,332,351
  └─ Cash Equivalents,44,18,12,109,210,264,233,523,1049,950,1449
  └─ Loans n Advances,2,7,6,6,10,8,11,23,25,29,68
  └─ Other asset items,78,106,146,148,113,134,182,171,128,412,238
Total Assets,419,445,530,702,852,948,1236,1807,2108,2511,2999
