Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,23,23,23,23,23,23,23,23,23,23,45,45,
Reserves,194,228,278,331,379,422,491,560,657,783,894,1036,
Borrowings,68,27,20,7,21,23,22,25,24,27,12,15,
  └─ Long term Borrowings,10.69,0.29,0.39,0.94,0.63,0.20,0.19,0.10,0.05,3.01,1.86,3.72,
  └─ Short term Borrowings,39.85,25.60,19.31,5.47,19.72,18.60,18.98,19.37,19.12,20.02,5.89,5.00,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,3.45,2.40,5.22,5.27,3.84,4.07,5.81,
  └─ Other Borrowings,17.57,1.24,0.36,0.77,0.76,0.43,0.22,0.01,0.00,-0.01,0.00,,
Other Liabilities,125,119,133,146,159,174,214,217,251,292,334,349,
  └─ Trade Payables,38,38,48,56,60,82,95,108,117,131,144,158,
  └─ Advance from Customers,4,3,7,4,7,6,0,0,0,0,0,,
  └─ Other liability items,82,78,79,85,92,87,119,109,133,161,191,190,
Total Liabilities,410,397,454,507,581,642,750,824,954,1124,1286,1445,
Fixed Assets,216,210,212,206,231,241,238,247,244,243,254,277,
  └─ Land,33.73,33.73,31.58,31.58,48.88,48.24,49.17,49.17,49.27,49.50,49.50,,
  └─ Building,147.35,149.20,120.20,121.16,132.19,142.52,148.84,154.41,156.53,151.70,157.09,,
  └─ Plant Machinery,79.99,81.63,48.89,52.66,61.49,73.74,79.73,98.64,105.16,115.51,129.52,,
  └─ Equipments,15.75,18.76,11.05,12.85,14.48,18.00,18.92,20.26,21.17,23.30,26.52,,
  └─ Furniture n fittings,15.05,15.28,7.28,7.42,7.72,8.22,8.43,8.79,9.19,9.70,13.12,,
  └─ Vehicles,9.72,9.05,5.51,7.98,8.55,8.75,9.51,9.10,10.94,16.06,17.46,,
  └─ Intangible Assets,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,4.67,4.67,4.67,6.82,
  └─ Other fixed assets,2.16,2.90,1.42,1.50,2.38,2.83,3.19,3.75,4.31,4.95,6.65,,
  └─ Gross Block,303.75,310.55,225.93,235.15,275.69,302.30,317.79,344.12,361.24,375.39,404.53,,
  └─ Accumulated Depreciation,88.17,100.63,13.89,28.86,44.32,61.38,79.39,97.48,117.20,131.99,150.70,,
CWIP,0,0,0,0,3,1,4,1,3,14,27,37,
Investments,2,1,1,3,1,0,0,1,17,49,71,443,
Other Assets,192,186,241,297,346,399,508,576,690,817,934,688,
  └─ Inventories,69,64,69,69,93,108,93,143,127,138,156,179,
  └─ Trade receivables,89,79,74,88,112,114,127,130,184,186,199,176,
    └─ Receivables over 6m,18,22,0,81,106,108,120,123,24,19,17,,21
    └─ Receivables under 6m,71,57,74,7,6,6,7,7,160,167,183,,72
    └─ Prov for Doubtful,0,0,0,0,0,-0,-0,-0,-0,-0,-1,,0
  └─ Cash Equivalents,7,15,78,119,103,135,254,258,287,423,468,235,
  └─ Loans n Advances,5,6,6,5,7,5,4,3,6,9,8,31,
  └─ Other asset items,22,22,14,16,31,37,30,42,86,62,103,68,
Total Assets,410,397,454,507,581,642,750,824,954,1124,1286,1445,
