Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,14,14,15,18,23,23,23,24
Reserves,13,18,85,154,193,189,139,27
Borrowing,25,16,81,286,443,686,520,331
Other Liabilities,2,2,6,13,13,23,17,9
  └─ Trade Payables,0.06,0.36,1.83,3.76,2.12,3.19,2.19,1.79
  └─ Advance from Customers,0.48,0.00,0.74,2.48,3.41,5.83,7.99,
  └─ Other liability items,1.18,1.35,3.48,6.87,7.11,13.96,6.44,7.45
Total Liabilities,54,48,186,472,671,921,699,392
Fixed Assets,1,3,11,23,24,31,22,13
  └─ Building,0.08,1.47,1.23,4.00,7.53,10.52,10.47,
  └─ Equipments,0.04,0.18,1.01,2.55,4.71,7.06,7.15,
  └─ Computers,0.29,0.47,1.12,1.81,2.26,2.88,2.99,
  └─ Furniture n fittings,0.01,0.04,1.54,2.61,4.12,5.37,5.37,
  └─ Vehicles,0.00,0.00,0.00,0.25,0.25,0.49,0.49,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.06
  └─ Other fixed assets,0.50,1.81,8.33,17.99,19.67,27.84,28.01,
  └─ Gross Block,0.92,3.97,13.23,29.21,38.54,54.16,54.48,
  └─ Accumulated Depreciation,0.16,0.64,1.89,6.64,14.35,23.61,32.63,
CWIP,1,0,4,24,29,23,4,0
Investments,0,1,11,26,49,28,31,27
Other Assets,52,44,160,399,570,839,642,352
  └─ Trade receivables,0,1,6,16,39,74,42,15
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,39.19,11.65,20.98,
    └─ Receivables under 6m,0.01,1.18,5.99,16.18,0.00,62.91,39.58,
    └─ Prov for Doubtful,0.00,0.00,-0.03,-0.19,-0.19,-0.19,-18.68,
  └─ Cash Equivalents,4,3,48,79,88,133,100,18
  └─ Loans n Advances,0,1,3,7,15,18,12,244
  └─ Other asset items,48,38,103,297,427,613,488,74
Total Assets,54,48,186,472,671,921,699,392
