Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22904,22912,28826,28826,28826,28826,28826,28826
Reserves,-9,-594,-1733,-2940,-4458,-5552,-6065,-8046
Borrowings,7847,5746,10656,12136,14842,16959,19957,22535
  └─ Long term Borrowings,6803,5617,10602,12074,10421,13089,14120,17211
  └─ Short term Borrowings,317,0,20,27,4385,3719,5688,5174
  └─ Lease Liabilities,0,0,33,35,36,151,150,151
  └─ Other Borrowings,727,129,0,0,0,0,0,
Other Liabilities,5953,5426,7331,7164,7190,7126,6217,7083
  └─ Trade Payables,42,25,44,32,47,42,53,108
  └─ Advance from Customers,18,29,108,48,63,41,16,
  └─ Other liability items,5893,5372,7179,7084,7080,7043,6148,6974
Total Liabilities,36695,33490,45079,45187,46400,47360,48936,50398
Fixed Assets,26756,27007,37428,38878,38466,39921,41792,44302
  └─ Land,609,654,885,885,885,885,893,
  └─ Building,706,707,707,1291,1294,1295,1293,
  └─ Plant Machinery,714,714,738,798,800,801,802,
  └─ Equipments,2,2,2,4,5,5,4,
  └─ Computers,1,2,2,4,4,4,3,
  └─ Furniture n fittings,93,93,94,306,308,309,296,
  └─ Vehicles,4,4,5,6,6,6,6,
  └─ Intangible Assets,5670,5348,6759,6769,6769,6769,6518,6642
  └─ Other fixed assets,18958,20188,29426,30799,31507,33834,37070,
  └─ Gross Block,26756,27712,38618,40862,41578,43908,46885,
  └─ Accumulated Depreciation,0,706,1189,1984,3112,3987,5094,
CWIP,502,411,1371,710,1267,1804,2086,584
Investments,2552,3636,2412,2363,3124,2964,3020,2928
Other Assets,6885,2436,3868,3235,3543,2671,2038,2585
  └─ Inventories,1,1,1,1,4,5,5,4
  └─ Trade receivables,34,24,47,61,50,35,82,99
    └─ Receivables over 6m,0,0,8,29,0,3,16,
    └─ Receivables under 6m,38,26,45,32,51,33,67,
    └─ Prov for Doubtful,-4,-2,-6,-1,-1,-1,-1,
  └─ Cash Equivalents,5107,342,943,612,875,1027,677,980
  └─ Loans n Advances,33,20,289,108,38,57,41,712
  └─ Other asset items,1711,2049,2588,2454,2576,1547,1233,789
Total Assets,36695,33490,45079,45187,46400,47360,48936,50398
