Metric,Mar 2011,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,0.00,32,32,31,31,31,31,31,31,31
Reserves,863,4814,5075,5347,5684,5667,5518,5778,5596,5800,6646
Borrowings,868,950,1095,1042,1357,1589,1830,2209,2313,2389,3076
  └─ Long term Borrowings,444,460,525,362,241,504,762,1047,246,1149,1535
  └─ Short term Borrowings,284,385,393,520,688,662,659,778,1719,935,1241
  └─ Lease Liabilities,0,0,0,0,301,423,409,384,348,305,301
  └─ Other Borrowings,140,105,177,160,127,0,0,0,0,0,
Other Liabilities,334,811,967,899,1121,1068,1255,1421,1631,1766,2170
  └─ Trade Payables,171,86,186,195,284,169,193,220,244,231,211
  └─ Advance from Customers,21,146,191,156,200,223,295,430,216,382,
  └─ Other liability items,141,579,590,549,637,676,767,772,1171,1154,1959
Total Liabilities,2081,6574,7169,7321,8193,8356,8634,9439,9571,9987,11923
Fixed Assets,1012,4852,5066,5098,5678,5698,5773,6188,6724,7055,8371
  └─ Land,133,289,336,334,368,375,391,403,404,410,
  └─ Building,192,598,682,804,987,1033,1128,1323,1629,1660,
  └─ Plant Machinery,606,1382,1485,1522,1738,1574,1606,1854,2189,2292,
  └─ Equipments,94,51,103,115,130,363,453,487,543,484,
  └─ Furniture n fittings,56,89,102,105,117,120,139,141,157,137,
  └─ Vehicles,10,13,16,16,19,21,20,26,26,27,
  └─ Intangible Assets,244,3733,3863,3967,4275,4269,4404,4669,4763,4916,5198
  └─ Other fixed assets,6,38,41,41,263,407,499,561,603,626,
  └─ Gross Block,1340,6193,6628,6904,7896,8161,8639,9463,10314,10551,
  └─ Accumulated Depreciation,328,1341,1562,1806,2218,2462,2866,3276,3590,3496,
CWIP,307,133,151,175,234,486,780,1043,646,467,275
Investments,1,40,196,167,191,172,324,249,102,97,91
Other Assets,761,1550,1757,1881,2091,2000,1758,1959,2098,2368,3186
  └─ Inventories,270,427,485,549,581,516,645,804,883,900,1019
  └─ Trade receivables,170,286,444,445,577,421,473,590,484,665,673
  └─ Cash Equivalents,43,87,69,96,161,308,172,189,413,507,991
  └─ Loans n Advances,22,99,131,46,31,43,79,39,37,18,25
  └─ Other asset items,256,652,627,745,740,713,388,337,281,277,478
Total Assets,2081,6574,7169,7321,8193,8356,8634,9439,9571,9987,11923
