Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,47,47,47,47,47,47,47,48,48,48
Reserves,227,181,172,117,88,98,230,259,279,298
Borrowings,0,0,0,0,141,139,142,139,154,140
  └─ Long term Borrowings,0,0,0,0,0,0,0,0,0,0
  └─ Lease Liabilities,0,0,0,0,141,139,142,139,154,140
  └─ Other Borrowings,0,0,0,0,0,-0,0,-0,0,
Other Liabilities,58,63,65,185,56,53,55,60,58,71
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.03,7.29,12.13
  └─ Trade Payables,37.77,42.40,41.59,33.97,32.97,29.92,32.00,28.16,29.00,32.34
  └─ Advance from Customers,0.00,0.00,0.29,2.00,1.51,0.71,1.55,0.86,0.25,
  └─ Other liability items,19.89,20.26,22.86,149.08,21.72,22.49,21.46,23.56,21.22,26.78
Total Liabilities,332,291,284,349,332,337,473,506,539,558
Fixed Assets,115,101,82,156,151,136,156,173,216,230
  └─ Land,9.43,9.43,9.43,9.43,9.43,9.43,6.11,2.91,2.91,
  └─ Building,67.67,71.32,74.76,219.34,233.37,243.75,297.96,343.25,354.36,
  └─ Plant Machinery,33.39,35.74,38.06,43.53,42.23,40.29,42.21,49.37,57.83,
  └─ Computers,1.09,1.33,1.60,1.97,1.98,2.18,2.54,2.71,3.20,
  └─ Furniture n fittings,26.56,30.47,32.84,40.77,41.44,35.72,37.61,42.04,48.43,
  └─ Vehicles,1.96,2.45,2.22,2.89,3.00,3.16,3.70,4.42,5.01,
  └─ Intangible Assets,1.73,2.05,3.03,3.47,3.71,3.91,4.16,4.57,6.06,2.04
  └─ Other fixed assets,0.89,1.04,1.26,1.32,1.42,1.48,1.50,1.68,1.86,
  └─ Gross Block,142.72,153.83,163.20,322.72,336.58,339.92,395.79,450.95,479.66,
  └─ Accumulated Depreciation,27.39,52.78,81.20,166.67,185.36,203.71,240.29,278.31,263.25,
CWIP,33,29,35,33,29,28,28,36,32,30
Investments,69,67,68,69,73,103,170,170,161,163
Other Assets,115,94,99,91,79,69,120,128,130,135
  └─ Inventories,7,7,7,7,6,5,7,8,8,10
  └─ Trade receivables,5,6,5,2,3,5,7,8,6,7
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,0.58,2.16,2.24,1.39,
    └─ Receivables under 6m,10.61,12.37,11.50,8.07,5.58,6.26,6.02,6.89,5.49,
    └─ Prov for Doubtful,-5.64,-5.97,-6.11,-5.76,-2.42,-2.04,-1.67,-1.20,-1.38,
  └─ Cash Equivalents,4,5,11,2,7,2,7,11,17,17
  └─ Loans n Advances,8,9,9,6,6,7,11,11,10,35
  └─ Other asset items,90,66,66,74,57,51,90,90,89,66
Total Assets,332,291,284,349,332,337,473,506,539,558
