Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,36,36,36,36,41,43,59,59,59,62,62,62
Reserves,2034,2455,2349,2443,2595,2837,3667,4044,4323,5051,5720,5862
Borrowings,2572,2185,2057,1697,1761,1736,2138,2967,2667,2332,2125,1561
  └─ Long term Borrowings,1297,1152,1135,849,838,703,802,877,737,418,218,254
  └─ Short term Borrowings,903,862,719,568,770,788,1293,2053,1892,1849,1841,1259
  └─ Lease Liabilities,0,0,0,0,0,18,42,37,39,66,66,48
  └─ Other Borrowings,372,171,203,280,153,227,0,-0,-0,-0,0,
Other Liabilities,575,1032,1078,1225,1025,977,1289,1554,1469,1663,1788,1977
  └─ Non controlling int,0,0,0,0,1,1,2,1,1,2,1,1
  └─ Trade Payables,293,320,275,338,309,386,449,628,587,548,557,552
  └─ Advance from Customers,20,47,99,224,99,64,85,0,0,0,0,
  └─ Other liability items,262,664,702,662,616,526,752,924,880,1114,1231,1424
Total Liabilities,5218,5708,5519,5401,5421,5593,7152,8624,8519,9108,9695,9461
Fixed Assets,1154,1780,1707,1678,1633,1703,2633,2763,2731,2928,3102,3212
  └─ Land,616.83,1240.36,1240.13,1243.71,1242.42,1257.05,1614.13,1609.44,1618.79,1645.39,1661.35,
  └─ Building,200.77,150.70,128.27,138.62,139.43,165.67,277.88,297.06,304.13,315.11,426.41,
  └─ Plant Machinery,878.47,392.93,401.56,412.13,415.12,495.41,1226.02,1401.53,1454.48,1693.33,1875.74,
  └─ Equipments,9.03,4.00,4.09,5.04,6.28,7.12,12.50,14.10,16.61,19.10,23.44,
  └─ Furniture n fittings,10.00,2.84,3.40,4.44,4.83,5.22,6.75,7.43,10.69,12.39,13.65,
  └─ Railway sidings,47.97,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,33.63,
  └─ Vehicles,13.22,7.05,9.13,10.48,12.49,12.81,17.19,18.56,19.30,23.37,29.81,
  └─ Intangible Assets,14.20,2.16,10.81,10.81,10.81,10.81,2.16,2.16,2.16,2.16,2.16,19.27
  └─ Other fixed assets,10.87,12.43,3.88,4.62,4.78,5.58,16.56,18.89,21.85,22.36,23.42,
  └─ Gross Block,1801.36,1846.10,1834.90,1863.48,1869.79,1993.30,3206.82,3402.80,3481.64,3766.84,4089.61,
  └─ Accumulated Depreciation,647.71,66.15,128.12,185.81,236.68,290.30,574.25,639.59,750.80,838.58,987.94,
CWIP,1286,1278,1210,1202,1237,1166,1337,1208,1302,1229,1249,1186
Investments,766,786,590,637,684,747,202,457,161,204,145,578
Other Assets,2012,1863,2013,1884,1868,1977,2980,4196,4324,4747,5200,4486
  └─ Inventories,689,592,630,610,754,897,1229,2245,2269,2273,2464,2398
  └─ Trade receivables,516,539,459,525,609,618,769,942,1056,1365,1483,1071
  └─ Cash Equivalents,245,140,357,229,150,100,510,519,412,400,206,333
  └─ Loans n Advances,284,221,231,206,29,39,86,93,105,106,124,293
  └─ Other asset items,278,371,337,314,325,323,386,397,482,602,924,392
Total Assets,5218,5708,5519,5401,5421,5593,7152,8624,8519,9108,9695,9461
