Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.96,0.98,2,64,73,74,75,75
Reserves,3348,3130,2800,5893,9104,9071,9358,9612
Borrowings,450,794,1152,1102,923,1169,1422,1463
  └─ Long term Borrowings,36,100,132,118,114,40,2,0
  └─ Short term Borrowings,58,157,170,236,84,85,37,3
  └─ Lease Liabilities,317,498,816,748,725,1044,1382,1460
  └─ Preference Capital,39,39,54,0,0,0,0,0
  └─ Other Borrowings,0,0,-18,0,-0,0,0,
Other Liabilities,264,432,644,1192,1090,1139,1209,1627
  └─ Trade Payables,158,273,442,834,787,797,855,1132
  └─ Advance from Customers,5,4,17,35,41,40,35,
  └─ Other liability items,101,155,185,322,262,302,319,496
Total Liabilities,4063,4357,4598,8251,11191,11453,12063,12777
Fixed Assets,488,744,1053,3052,2995,3354,3887,5432
  └─ Land,0,0,0,6,6,6,6,
  └─ Building,74,102,141,223,294,379,456,
  └─ Plant Machinery,61,96,112,251,356,495,557,
  └─ Equipments,88,138,181,290,333,381,459,
  └─ Computers,47,61,73,131,131,119,131,
  └─ Furniture n fittings,83,117,145,227,336,313,357,
  └─ Vehicles,18,51,57,174,300,467,635,
  └─ Intangible Assets,21,24,24,1502,1509,1502,1502,2518
  └─ Other fixed assets,316,504,818,1088,1080,1410,1725,
  └─ Gross Block,709,1092,1551,3891,4347,5071,5829,
  └─ Accumulated Depreciation,221,348,498,839,1352,1717,1942,
CWIP,1,32,77,60,23,29,33,1
Investments,1155,1188,1128,2091,2094,2776,3578,2961
Other Assets,2419,2394,2340,3048,6078,5295,4565,4383
  └─ Inventories,23,18,26,25,19,16,16,24
  └─ Trade receivables,215,601,595,990,1524,1430,1412,1371
    └─ Receivables over 6m,0,0,389,266,362,296,337,
    └─ Receivables under 6m,215,601,413,999,1492,1457,1444,
    └─ Prov for Doubtful,0,0,-208,-275,-330,-324,-368,
  └─ Cash Equivalents,1663,409,277,229,645,403,336,244
  └─ Loans n Advances,12,37,86,153,97,82,75,766
  └─ Other asset items,506,1329,1355,1650,3793,3363,2725,1977
Total Assets,4063,4357,4598,8251,11191,11453,12063,12777
