Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2019
Equity Capital,3,3,3,3,3,3,3,
Reserves,138,151,175,197,227,262,313,
Borrowings,22,51,50,16,12,22,12,
  └─ Long term Borrowings,1.77,0.45,11.14,8.35,11.38,12.46,11.46,2.41
  └─ Short term Borrowings,8.97,6.48,37.08,6.87,0.00,9.36,0.24,14.46
  └─ Lease Liabilities,0.00,0.00,1.49,1.21,0.92,0.61,0.27,0.00
  └─ Other Borrowings,10.96,44.15,0.00,0.00,0.00,-0.01,,
Other Liabilities,13,13,11,11,10,15,26,
  └─ Trade Payables,3.54,4.55,2.49,3.52,1.25,3.80,2.40,2.14
  └─ Other liability items,9.04,8.05,8.26,7.45,8.85,11.13,23.81,37.23
Total Liabilities,175,218,238,227,252,302,354,
Fixed Assets,30,38,47,46,62,62,63,
  └─ Land,4.50,13.54,20.95,21.05,21.05,21.55,,
  └─ Building,22.80,23.45,24.41,25.24,36.35,38.22,,
  └─ Plant Machinery,29.69,30.13,32.87,33.11,39.50,40.14,,
  └─ Equipments,1.08,1.13,1.29,1.42,1.58,1.69,,
  └─ Furniture n fittings,0.32,0.32,0.39,0.41,0.55,0.61,,
  └─ Vehicles,2.40,2.41,2.53,2.61,3.18,3.19,,
  └─ Other fixed assets,0.73,1.57,2.21,2.21,2.21,2.20,,
  └─ Gross Block,61.52,72.55,84.65,86.05,104.42,107.60,,
  └─ Accumulated Depreciation,31.57,34.60,37.71,39.70,42.28,46.05,,
CWIP,0,0,1,3,3,14,25,
Investments,0,0,0,0,0,0,19,
Other Assets,145,179,191,177,187,226,247,
  └─ Inventories,65,82,116,79,102,110,103,87
  └─ Trade receivables,61,83,61,80,58,92,84,56
    └─ Receivables over 6m,0,0,0,0,0,10,,
    └─ Receivables under 6m,60,83,60,80,58,81,,
  └─ Cash Equivalents,0,0,0,9,9,1,34,0
  └─ Loans n Advances,0,1,1,1,1,1,0,1
  └─ Other asset items,19,13,12,8,16,22,25,11
Total Assets,175,218,238,227,252,302,354,
