Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,3,3,3,7,7,7,7
Reserves,314,314,314,337,348,364,414,427,435,436
Borrowings,39,44,38,42,50,73,56,50,73,59
  └─ Long term Borrowings,25.10,25.38,22.35,22.37,22.33,25.43,17.26,12.21,18.83,19.41
  └─ Short term Borrowings,10.97,14.83,12.96,12.80,27.24,47.23,39.09,38.13,54.25,39.79
  └─ Other Borrowings,2.99,4.14,2.37,6.39,0.00,0.00,-0.01,0.01,0.00,
Other Liabilities,53,66,78,42,74,71,41,70,73,50
  └─ Trade Payables,41.31,47.74,38.78,28.82,37.20,47.29,16.19,49.37,53.50,26.46
  └─ Advance from Customers,2.67,2.70,4.07,3.89,8.48,5.60,11.33,2.91,4.91,
  └─ Other liability items,8.60,15.29,35.35,8.96,28.60,18.06,13.28,17.51,15.05,23.25
Total Liabilities,407,425,431,423,475,511,518,554,588,552
Fixed Assets,27,28,36,88,89,115,104,115,106,99
  └─ Land,3.30,3.30,4.00,6.84,7.91,9.51,9.51,18.03,18.03,
  └─ Building,16.32,16.32,17.94,29.45,29.87,31.31,31.32,37.53,37.53,
  └─ Plant Machinery,70.65,74.41,71.92,113.27,116.02,145.39,145.07,151.27,138.67,
  └─ Computers,0.56,0.59,0.63,0.74,0.96,1.04,1.11,1.18,1.25,
  └─ Furniture n fittings,1.28,1.33,1.78,5.26,5.65,8.33,8.84,9.34,9.39,
  └─ Vehicles,6.07,5.28,7.76,7.25,11.91,12.56,11.41,11.40,11.50,
  └─ Other fixed assets,12.06,12.05,12.06,12.24,12.24,12.26,12.39,12.41,12.41,
  └─ Gross Block,110.24,113.28,116.09,175.05,184.56,220.40,219.65,241.16,228.78,
  └─ Accumulated Depreciation,82.79,85.57,80.23,86.76,95.20,105.61,116.10,125.98,122.41,
CWIP,4,9,47,0,24,6,12,0,1,1
Investments,57,77,116,146,95,101,104,115,203,195
Other Assets,319,311,232,189,267,289,299,323,279,257
  └─ Inventories,57,56,46,56,67,74,45,46,54,48
  └─ Trade receivables,48,57,53,39,41,43,48,50,55,25
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,5.99,6.14,7.45,5.96,6.59,
    └─ Receivables under 6m,47.54,56.75,53.04,39.41,35.63,38.43,41.27,45.49,49.68,
    └─ Prov for Doubtful,0.00,0.00,0.00,-0.11,-0.53,-1.19,-1.14,-1.36,-1.64,
  └─ Cash Equivalents,5,7,9,10,31,26,45,46,36,36
  └─ Loans n Advances,61,39,30,29,58,47,21,13,12,63
  └─ Other asset items,149,152,94,55,69,98,140,168,121,86
Total Assets,407,425,431,423,475,511,518,554,588,552
