Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,19,19,19,22,22
Reserves,52,67,83,155,180
Borrowings,27,31,59,63,86
  └─ Long term Borrowings,14,15,20,19,10
  └─ Short term Borrowings,13,16,38,44,76
  └─ Lease Liabilities,0,0,0,0,0
  └─ Other Borrowings,,0,-0,-0,
Other Liabilities,38,72,80,76,50
  └─ Trade Payables,10.46,35.43,56.52,48.33,28.49
  └─ Advance from Customers,,1.75,8.99,13.60,
  └─ Other liability items,27.23,34.44,14.30,14.24,21.96
Total Liabilities,136,188,240,316,339
Fixed Assets,9,21,29,32,31
  └─ Building,,0.29,0.28,0.26,
  └─ Plant Machinery,,13.12,30.06,38.86,
  └─ Equipments,,0.73,0.80,0.91,
  └─ Computers,,0.64,0.82,0.92,
  └─ Furniture n fittings,,0.19,0.20,0.22,
  └─ Vehicles,,8.17,9.66,9.99,
  └─ Intangible Assets,0.03,0.00,0.00,0.00,3.84
  └─ Other fixed assets,,11.01,5.34,5.38,
  └─ Gross Block,,34.15,47.16,56.54,
  └─ Accumulated Depreciation,,13.41,17.93,24.95,
CWIP,0,0,1,1,0
Investments,0,8,10,19,33
Other Assets,127,158,200,264,274
  └─ Inventories,14,24,23,8,8
  └─ Trade receivables,58,76,121,184,144
    └─ Receivables over 6m,,13,15,29,
    └─ Receivables under 6m,,63,106,155,
  └─ Cash Equivalents,7,0,16,15,2
  └─ Loans n Advances,0,21,1,2,44
  └─ Other asset items,47,38,39,56,77
Total Assets,136,188,240,316,339
