Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,33,32,34,34,34,34,34,66,65,62,61,62
Reserves,892,763,663,889,1135,1344,2001,3246,3841,4434,4845,5747
Borrowings,2038,2007,2214,2124,1886,1697,896,428,317,52,309,443
  └─ Long term Borrowings,1409,1366,1980,1873,1643,1464,771,10,9,9,4,238
  └─ Short term Borrowings,374,341,196,134,139,160,125,418,307,42,305,189
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,0,17
  └─ Preference Capital,0,0,0,0,30,0,0,0,0,0,0,0
  └─ Other Borrowings,255,300,39,116,73,72,-0,0,0,-0,0,
Other Liabilities,786,613,342,405,456,407,542,1149,937,998,942,1045
  └─ Non controlling int,167,103,153,160,167,125,72,130,41,58,31,41
  └─ Trade Payables,483,444,125,161,203,178,194,530,524,529,460,443
  └─ Advance from Customers,0,0,12,8,8,4,10,23,23,30,42,
  └─ Other liability items,136,66,52,75,79,100,266,467,349,380,409,561
Total Liabilities,3748,3415,3253,3452,3511,3482,3474,4890,5159,5545,6157,7296
Fixed Assets,2403,2289,2326,2264,2249,2269,2013,1530,2065,2362,2730,3424
  └─ Land,59,55,56,58,63,66,64,83,145,171,190,
  └─ Building,290,238,263,264,316,340,320,326,350,378,421,
  └─ Estates,67,65,0,0,0,0,0,0,0,0,0,
  └─ Plant Machinery,2459,1941,2049,2082,2135,2264,2080,1540,2112,2496,2938,
  └─ Equipments,0,0,0,0,0,0,0,2,2,2,1,
  └─ Furniture n fittings,10,6,6,6,6,7,6,2,2,4,5,
  └─ Vehicles,14,7,7,7,8,9,9,15,21,26,34,
  └─ Intangible Assets,7,4,4,4,4,4,0,34,26,26,26,70
  └─ Other fixed assets,52,92,178,210,210,210,212,163,164,164,165,
  └─ Gross Block,2958,2407,2563,2632,2744,2899,2690,2164,2822,3267,3780,
  └─ Accumulated Depreciation,555,118,236,367,495,630,677,635,757,905,1050,
CWIP,187,238,136,171,130,137,137,643,443,433,432,470
Investments,67,114,108,131,132,123,277,239,242,222,471,391
Other Assets,1091,774,683,885,1000,951,1046,2478,2410,2528,2524,3012
  └─ Inventories,419,410,304,432,616,557,504,874,811,900,932,926
  └─ Trade receivables,156,98,114,156,149,177,275,350,296,212,132,132
  └─ Cash Equivalents,105,98,51,52,39,29,51,575,800,870,694,1145
  └─ Loans n Advances,116,4,11,2,3,109,115,393,276,331,370,353
  └─ Other asset items,295,164,203,242,193,79,101,287,227,214,395,457
Total Assets,3748,3415,3253,3452,3511,3482,3474,4890,5159,5545,6157,7296
