Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,10,10,10,12,12,12,12,12,12,12,13,13,
Reserves,60,66,74,94,98,114,144,175,227,339,420,506,
Borrowings,39,44,52,64,74,84,72,82,82,80,99,103,
  └─ Long term Borrowings,11,,20,19,11,17,18,12,9,12,7,26,
  └─ Short term Borrowings,23,,29,33,49,56,47,64,67,60,75,58,
  └─ Lease Liabilities,0,,0,0,0,0,7,6,6,8,18,19,
  └─ Other Borrowings,5,44,3,11,13,11,0,0,0,0,0,,
Other Liabilities,47,40,54,61,85,75,88,100,128,173,215,259,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,3,6,
  └─ Trade Payables,27,23,38,48,59,40,45,59,59,70,83,104,
  └─ Advance from Customers,6,7,6,4,0,0,0,0,0,75,88,,
  └─ Other liability items,14,10,10,9,26,35,42,41,69,29,41,149,
Total Liabilities,156,160,190,231,269,285,316,369,449,604,747,881,
Fixed Assets,69,66,86,88,90,101,98,112,116,127,170,213,
  └─ Land,4,4,4,8,13,14,14,14,10,10,15,,
  └─ Building,35,36,36,36,37,45,46,51,52,61,67,,
  └─ Plant Machinery,24,25,35,38,44,48,49,63,66,71,81,,
  └─ Equipments,1,1,1,1,2,4,4,4,3,3,2,,
  └─ Computers,1,1,2,2,2,3,3,3,4,4,6,,
  └─ Furniture n fittings,5,6,6,6,3,4,4,4,4,5,6,,
  └─ Vehicles,2,2,2,2,2,2,2,2,3,5,6,,
  └─ Intangible Assets,18,18,31,30,30,32,33,35,37,37,51,62,
  └─ Other fixed assets,1,2,2,2,2,2,4,4,19,22,47,,
  └─ Gross Block,93,95,118,126,136,155,159,182,197,219,280,,
  └─ Accumulated Depreciation,25,29,33,38,45,54,62,70,81,92,110,,
CWIP,0,0,1,1,12,6,12,1,4,6,21,22,
Investments,0,0,0,0,0,0,0,0,0,6,11,13,
Other Assets,87,93,103,141,166,177,207,257,329,465,545,633,
  └─ Inventories,33,38,38,50,61,61,71,76,112,161,189,195,
  └─ Trade receivables,42,39,49,59,73,84,96,135,156,157,225,301,
    └─ Receivables over 6m,2,6,11,17,0,0,20,16,20,25,37,,4
    └─ Receivables under 6m,40,33,38,43,78,91,82,124,147,143,200,,27
    └─ Prov for Doubtful,0,0,0,-0,-4,-6,-6,-5,-12,-10,-12,,0
  └─ Cash Equivalents,7,11,9,11,12,18,22,27,33,96,103,94,
  └─ Loans n Advances,1,1,2,1,2,1,4,2,4,10,12,5,
  └─ Other asset items,4,4,6,21,18,13,13,17,23,41,16,39,
Total Assets,156,160,190,231,269,285,316,369,449,604,747,881,
