Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Equity Capital,24.36,24.36,24.36,24.36
Reserves,0.38,0.41,0.49,0.83
Borrowings,0.00,0.00,0.00,0.00
Other Liabilities,0.10,2.80,7.55,8.09
  └─ Trade Payables,0.00,0.08,0.05,0.04
  └─ Other liability items,0.10,2.72,7.50,8.05
Total Liabilities,24.84,27.57,32.40,33.28
Fixed Assets,0.03,0.03,0.38,0.01
  └─ Computers,0.02,0.00,0.00,0.00
  └─ Vehicles,0.09,0.02,0.02,0.02
  └─ Other fixed assets,0.01,0.10,0.46,0.10
  └─ Gross Block,0.12,0.12,0.48,0.12
  └─ Accumulated Depreciation,0.09,0.09,0.10,0.11
CWIP,0.00,0.00,0.00,0.00
Investments,7.85,1.96,6.38,4.08
Other Assets,16.96,25.58,25.64,29.19
  └─ Inventories,0.12,0.31,0.82,0.33
  └─ Trade receivables,0.55,0.18,0.09,0.00
  └─ Cash Equivalents,0.03,0.27,0.09,0.05
  └─ Loans n Advances,13.50,0.00,0.10,0.10
  └─ Other asset items,2.76,24.82,24.54,28.71
Total Assets,24.84,27.57,32.40,33.28
