Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,18,18,36,36,36,35,30,29,29,29,28,28,
Reserves,2894,3205,3127,3349,3653,4150,4382,4924,5996,6880,7583,8717,
Borrowings,1538,3708,4389,4008,3438,3492,3392,3587,3074,414,893,2226,
  └─ Long term Borrowings,315,3235,3576,3324,2807,2556,2243,1856,1575,305,823,2173,
  └─ Short term Borrowings,481,147,112,125,131,192,82,1724,1492,104,65,48,
  └─ Lease Liabilities,0,0,0,0,0,3,5,7,8,5,5,5,
  └─ Other Borrowings,742,325,700,558,499,741,1063,0,0,0,0,,
Other Liabilities,1463,792,890,838,1213,1605,1832,2161,2014,2346,2758,3401,
  └─ Non controlling int,247,275,276,319,376,551,664,723,1082,1412,1800,2019,
  └─ Trade Payables,817,150,89,129,141,106,73,86,186,170,168,285,
  └─ Advance from Customers,1,1,0,0,2,4,7,7,18,14,2,,
  └─ Other liability items,398,367,525,389,694,945,1088,1345,728,751,787,1097,
Total Liabilities,5912,7722,8441,8230,8340,9283,9636,10701,11114,9668,11262,14372,
Fixed Assets,2065,2156,2148,6143,5965,6019,5639,5546,5664,5559,5528,5753,
  └─ Land,56,54,34,34,36,37,39,40,40,46,92,,
  └─ Building,292,313,270,946,1020,1084,1046,1081,1162,1211,1300,,
  └─ Plant Machinery,1816,1932,1534,5038,4992,5220,5171,5330,5697,5808,5963,,
  └─ Equipments,86,86,71,72,73,73,74,74,74,86,90,,
  └─ Computers,0,0,2,2,2,2,2,3,3,3,3,,
  └─ Furniture n fittings,8,9,1,2,2,2,2,2,2,3,6,,
  └─ Railway sidings,5,5,4,4,4,4,4,4,4,4,4,,
  └─ Vehicles,35,45,43,49,54,58,58,61,71,75,148,,
  └─ Intangible Assets,346,366,363,365,387,421,411,424,459,465,477,526,
  └─ Other fixed assets,22,52,83,131,184,226,221,225,239,246,229,,
  └─ Gross Block,2666,2862,2404,6641,6753,7126,7028,7243,7749,7948,8314,,
  └─ Accumulated Depreciation,601,706,256,498,789,1107,1388,1697,2086,2389,2786,,
CWIP,2247,3574,3969,10,6,17,17,17,47,50,575,2185,
Investments,106,57,411,175,155,124,314,529,450,514,1042,1408,
Other Assets,1495,1935,1913,1903,2214,3122,3665,4609,4953,3546,4118,5027,
  └─ Inventories,632,407,400,404,420,399,295,371,688,603,818,666,
  └─ Trade receivables,135,208,166,726,1378,2193,914,1075,2337,1768,1409,949,
    └─ Receivables over 6m,15,0,0,0,0,0,0,0,2072,1442,1018,,14
    └─ Receivables under 6m,121,208,166,726,1406,2389,958,1118,552,553,514,,97
    └─ Prov for Doubtful,0,0,0,0,-27,-196,-44,-43,-287,-227,-122,,0
  └─ Cash Equivalents,166,662,647,319,249,292,359,342,436,307,1045,2115,
  └─ Loans n Advances,91,5,91,117,86,95,95,167,141,131,123,82,
  └─ Other asset items,471,653,609,338,80,144,2002,2654,1351,737,723,1215,
Total Assets,5912,7722,8441,8230,8340,9283,9636,10701,11114,9668,11262,14372,
