Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,15,29,29,29,29,29,29,29,29,29,29,29,
Reserves,308,364,556,839,1083,1263,1492,2294,2775,3113,3717,4117,
Borrowings,214,139,81,45,7,10,49,5,20,30,588,237,
  └─ Long term Borrowings,121,82,20,4,0,0,0,0,8,13,8,4,
  └─ Short term Borrowings,53,17,17,25,3,7,45,2,8,14,577,231,
  └─ Lease Liabilities,0,0,0,0,4,4,4,3,3,3,3,2,
  └─ Preference Capital,0,0,0,0,0,0,0,0,8,13,8,0,
  └─ Other Borrowings,39,40,44,16,0,0,0,0,-8,-13,-8,,
Other Liabilities,246,266,236,303,399,213,328,422,316,296,514,510,
  └─ Non controlling int,4,4,1,1,1,1,-0,1,1,1,9,12,
  └─ Trade Payables,124,133,69,147,246,75,183,197,150,88,133,87,
  └─ Advance from Customers,10,1,15,12,11,3,13,56,33,29,42,,
  └─ Other liability items,109,128,151,143,141,134,131,169,131,178,331,411,
Total Liabilities,783,799,902,1215,1519,1516,1898,2751,3140,3468,4849,4894,
Fixed Assets,280,267,242,238,229,217,203,276,267,253,312,304,
  └─ Land,35.15,35.15,31.69,31.58,37.00,11.51,33.92,46.85,54.38,52.57,53.36,,
  └─ Building,38.69,41.29,29.17,38.52,38.51,38.51,38.51,42.14,42.46,45.97,52.53,,
  └─ Plant Machinery,307.94,316.66,201.78,202.18,202.89,205.01,206.41,246.62,252.19,256.06,330.37,,
  └─ Equipments,0.76,0.79,0.00,0.00,0.00,0.00,0.41,0.59,0.70,0.80,0.96,,
  └─ Computers,0.95,0.96,0.30,0.27,0.53,0.59,0.63,1.38,1.42,1.68,2.01,,
  └─ Furniture n fittings,1.24,1.25,0.73,0.73,0.81,0.81,0.82,1.02,1.03,1.14,1.20,,
  └─ Vehicles,3.38,3.37,3.09,4.26,4.64,5.30,5.33,11.12,8.35,8.54,8.82,,
  └─ Wind turbines,17.69,17.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Intangible Assets,4.09,2.80,0.00,0.00,0.00,0.00,0.00,16.31,16.31,16.31,16.31,16.63,
  └─ Other fixed assets,0.71,0.81,0.42,0.56,0.72,22.66,0.86,0.88,0.89,0.89,0.89,,
  └─ Gross Block,410.60,420.77,267.18,278.10,285.10,284.39,286.89,366.91,377.73,383.96,466.45,,
  └─ Accumulated Depreciation,130.33,153.51,25.15,40.38,55.89,67.53,83.94,91.14,110.98,131.29,154.20,,
CWIP,1,0,0,0,0,1,0,0,2,54,1,1,
Investments,36,36,70,343,628,6,795,824,870,1788,3056,2840,
Other Assets,466,496,590,635,662,1292,900,1651,2000,1373,1479,1747,
  └─ Inventories,175,151,187,248,261,277,349,676,304,350,1086,1247,
  └─ Trade receivables,204,199,225,244,257,281,436,689,423,387,143,130,
    └─ Receivables over 6m,4,21,0,0,0,0,6,25,25,31,32,,5
    └─ Receivables under 6m,200,177,225,244,257,281,430,664,404,368,123,,136
    └─ Prov for Doubtful,0,0,0,0,0,0,0,0,-6,-12,-12,,0
  └─ Cash Equivalents,27,54,91,57,45,639,27,102,1128,78,59,107,
  └─ Loans n Advances,7,28,26,22,26,29,19,3,2,12,19,53,
  └─ Other asset items,52,64,61,64,73,67,68,181,144,547,173,211,
Total Assets,783,799,902,1215,1519,1516,1898,2751,3140,3468,4849,4894,
