Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,537,537,537,537,966,970,971,972,972,973
Reserves,655,627,426,2016,4673,5313,6439,7436,8409,9774
Borrowings,874,981,1003,875,1101,913,689,1299,3010,3478
  └─ Long term Borrowings,772,849,890,106,843,629,497,1061,2270,2439
  └─ Short term Borrowings,87,104,74,727,78,97,68,89,219,468
  └─ Lease Liabilities,0,0,0,20,181,187,124,149,521,572
  └─ Other Borrowings,15,28,39,22,0,0,0,0,0,
Other Liabilities,1080,1157,1389,546,1803,1993,2003,2293,2795,3006
  └─ Non controlling int,-73,-133,0,0,0,0,0,0,0,0
  └─ Trade Payables,214,265,292,180,436,444,543,633,808,859
  └─ Advance from Customers,7,5,7,20,24,22,33,42,68,
  └─ Other liability items,932,1020,1090,346,1344,1527,1426,1617,1920,2147
Total Liabilities,3146,3302,3355,3974,8543,9189,10102,12000,15186,17231
Fixed Assets,2244,2227,2192,851,6536,7018,7039,8784,11502,12992
  └─ Land,139,139,144,0,397,591,592,1265,2092,
  └─ Building,444,490,501,61,713,751,784,1126,2223,
  └─ Plant Machinery,85,88,96,74,319,306,323,241,416,
  └─ Equipments,348,325,372,439,655,761,884,1341,1999,
  └─ Computers,13,16,22,18,27,33,39,58,114,
  └─ Furniture n fittings,54,59,66,56,89,95,105,113,101,
  └─ Vehicles,12,15,14,5,18,23,29,50,73,
  └─ Intangible Assets,285,285,285,586,3117,2948,2948,3449,3977,6007
  └─ Other fixed assets,1043,1047,1057,13,1764,2251,2255,2323,2347,
  └─ Gross Block,2423,2464,2557,1252,7099,7760,7958,9966,13342,
  └─ Accumulated Depreciation,178,237,365,401,563,742,920,1182,1841,
CWIP,46,38,87,28,27,151,252,553,901,592
Investments,0,0,1,2182,1,1,1,2,3,5
Other Assets,856,1036,1075,913,1980,2020,2810,2661,2781,3641
  └─ Inventories,23,28,26,27,54,61,76,80,106,114
  └─ Trade receivables,235,280,363,96,366,385,336,463,687,970
    └─ Receivables over 6m,0,0,0,0,21,60,42,61,97,
    └─ Receivables under 6m,278,323,396,137,407,368,321,438,644,
    └─ Prov for Doubtful,-44,-43,-34,-41,-62,-43,-27,-36,-53,
  └─ Cash Equivalents,23,90,12,120,653,499,1468,1099,682,701
  └─ Loans n Advances,10,9,9,467,20,17,26,17,39,1030
  └─ Other asset items,565,630,666,204,888,1056,904,1002,1267,827
Total Assets,3146,3302,3355,3974,8543,9189,10102,12000,15186,17231
