Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,27,29,29,30,41,41,41
Reserves,12,48,68,193,295,870,899,956
Borrowings,119,145,190,230,341,251,152,73
  └─ Long term Borrowings,118.65,144.92,158.18,186.76,282.20,113.17,51.96,29.17
  └─ Short term Borrowings,0.00,0.00,5.17,15.83,21.64,97.33,73.74,20.45
  └─ Lease Liabilities,0.00,0.00,5.62,11.70,15.92,18.93,16.02,23.53
  └─ Preference Capital,20.96,15.49,37.81,34.48,41.32,43.35,10.23,0.00
  └─ Other Borrowings,-20.95,-15.49,-16.71,-18.37,-20.21,-22.25,0.00,
Other Liabilities,29,50,52,102,127,135,177,226
  └─ Non controlling int,0,0,0,0,0,0,0,-0
  └─ Trade Payables,5,7,10,25,31,29,27,36
  └─ Other liability items,24,43,41,77,96,106,151,190
Total Liabilities,181,269,338,555,793,1297,1270,1296
Fixed Assets,136,198,241,300,381,557,649,788
  └─ Land,2.46,1.76,7.85,8.30,16.87,37.28,46.48,
  └─ Building,8.95,13.34,17.16,20.80,27.55,50.28,45.97,
  └─ Plant Machinery,125.74,183.10,232.28,299.38,380.85,537.30,653.29,
  └─ Equipments,0.29,1.39,2.42,2.83,4.19,6.03,7.28,
  └─ Computers,0.33,0.56,0.73,1.47,2.12,2.98,3.50,
  └─ Furniture n fittings,0.49,0.81,1.59,1.85,2.19,2.26,2.30,
  └─ Vehicles,0.01,0.01,0.27,2.07,2.36,2.38,1.79,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.83
  └─ Other fixed assets,2.06,10.14,3.70,4.16,5.69,6.55,8.41,
  └─ Gross Block,140.33,211.11,266.00,340.86,441.82,645.06,769.02,
  └─ Accumulated Depreciation,4.22,13.40,25.40,40.45,61.20,87.67,119.69,
CWIP,16,29,20,52,91,87,88,99
Investments,0,0,8,36,87,42,63,47
Other Assets,28,42,70,166,234,611,469,362
  └─ Inventories,0,1,1,2,2,4,5,4
  └─ Trade receivables,3,4,11,23,39,37,44,33
    └─ Receivables over 6m,0.00,0.00,0.04,1.19,0.03,5.00,2.92,
    └─ Receivables under 6m,2.97,4.22,11.15,21.53,38.59,31.82,41.27,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,-0.02,-0.32,
  └─ Cash Equivalents,15,19,41,100,98,488,345,243
  └─ Loans n Advances,1,0,2,4,20,26,30,26
  └─ Other asset items,9,18,14,37,76,56,45,57
Total Assets,181,269,338,555,793,1297,1270,1296
