Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,,10,17,22
Reserves,,58,94,131
Borrowings,,122,166,147
  └─ Long term Borrowings,,45,70,61
  └─ Short term Borrowings,,77,96,86
  └─ Other Borrowings,,-0,0,
Other Liabilities,,8,12,13
  └─ Trade Payables,,0.81,2.13,5.88
  └─ Other liability items,,7.11,9.71,6.95
Total Liabilities,,198,288,313
Fixed Assets,,72,66,96
  └─ Land,,2.37,2.37,
  └─ Building,,12.73,12.79,
  └─ Plant Machinery,,74.57,76.92,
  └─ Equipments,,2.48,2.48,
  └─ Computers,,0.09,0.11,
  └─ Furniture n fittings,,0.05,0.05,
  └─ Vehicles,,3.34,3.41,
  └─ Other fixed assets,,0.01,0.00,
  └─ Gross Block,,95.64,98.13,
  └─ Accumulated Depreciation,,23.55,32.35,
CWIP,,0,33,0
Investments,,1,0,0
Other Assets,,125,189,217
  └─ Inventories,,65,82,68
  └─ Trade receivables,,38,48,72
    └─ Receivables over 6m,,0.00,5.47,
    └─ Receivables under 6m,,38.16,42.35,
  └─ Cash Equivalents,,0,0,2
  └─ Loans n Advances,,9,0,2
  └─ Other asset items,,13,59,73
Total Assets,,198,288,313
