Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Equity Capital,6.00,8.20,8.20,8.20,10.25,10.25,10.25,10.25
Reserves,25.63,49.42,52.58,58.60,58.96,61.04,57.45,57.33
Borrowings,7.19,0.00,0.00,0.00,5.35,0.62,3.97,3.20
  └─ Short term Borrowings,7.19,0.00,0.00,0.00,5.35,0.00,3.71,2.99
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.61,0.26,0.21
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
Other Liabilities,6.33,7.55,3.28,5.99,3.89,7.25,5.56,9.04
  └─ Trade Payables,6.33,7.55,2.99,5.80,3.46,2.31,0.99,2.60
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.93,1.36,4.16
  └─ Other liability items,0.00,0.00,0.29,0.19,0.43,4.01,3.21,2.28
Total Liabilities,45.15,65.17,64.06,72.79,78.45,79.16,77.23,79.82
Fixed Assets,8.73,10.80,12.50,26.80,37.53,28.10,36.31,33.60
  └─ Land,0.41,0.41,0.46,4.17,4.20,4.20,4.18,4.23
  └─ Building,3.82,3.66,3.47,12.62,18.01,14.27,20.40,20.54
  └─ Plant Machinery,2.19,4.20,4.65,4.70,8.32,8.25,8.37,8.83
  └─ Equipments,0.25,0.27,0.32,0.29,0.36,0.35,0.41,0.58
  └─ Computers,0.15,0.13,0.13,0.21,0.41,0.47,0.61,0.69
  └─ Furniture n fittings,0.90,0.86,1.02,0.96,2.32,3.01,3.31,3.36
  └─ Vehicles,0.52,0.45,0.34,0.54,0.59,0.50,0.48,0.48
  └─ Intangible Assets,0.50,0.00,0.00,2.76,4.18,0.00,0.00,0.00
  └─ Other fixed assets,-0.01,0.82,2.11,0.55,0.56,0.14,4.03,4.04
  └─ Gross Block,8.73,10.80,12.50,26.80,38.95,31.19,41.79,42.75
  └─ Accumulated Depreciation,0.00,0.00,0.00,0.00,1.42,3.09,5.48,9.15
CWIP,0.00,0.00,0.00,0.00,0.00,11.15,1.60,1.60
Investments,1.01,22.01,24.66,1.93,1.75,2.04,1.94,1.49
Other Assets,35.41,32.36,26.90,44.06,39.17,37.87,37.38,43.13
  └─ Inventories,19.84,11.43,12.36,17.46,14.23,13.68,15.46,23.12
  └─ Trade receivables,10.41,5.42,4.19,15.38,9.72,8.83,8.25,6.52
    └─ Receivables over 6m,0.16,0.16,0.16,5.00,1.95,4.40,0.85,1.47
    └─ Receivables under 6m,10.25,5.26,4.03,10.39,7.76,4.70,7.57,5.17
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,-0.27,-0.17,-0.12
  └─ Cash Equivalents,0.65,7.55,1.41,1.60,5.22,1.97,0.81,0.85
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.00,3.46,3.38,2.51
  └─ Other asset items,4.51,7.96,8.94,9.62,10.00,9.93,9.48,10.13
Total Assets,45.15,65.17,64.06,72.79,78.45,79.16,77.23,79.82
