Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,14,14
Reserves,51,63,69,71
Borrowings,32,47,62,64
  └─ Long term Borrowings,13.64,19.11,22.13,20.41
  └─ Short term Borrowings,17.91,28.10,40.34,43.49
  └─ Other Borrowings,0.00,0.00,-0.01,
Other Liabilities,34,30,43,64
  └─ Non controlling int,0,0,0,-0
  └─ Trade Payables,28,23,36,55
  └─ Advance from Customers,0,0,0,
  └─ Other liability items,6,7,7,9
Total Liabilities,129,153,189,213
Fixed Assets,54,64,84,94
  └─ Land,17.63,17.63,17.63,
  └─ Building,19.20,23.01,28.94,
  └─ Plant Machinery,19.41,25.88,40.82,
  └─ Equipments,3.27,4.37,6.43,
  └─ Computers,0.52,0.56,0.65,
  └─ Furniture n fittings,1.00,2.73,3.46,
  └─ Vehicles,0.35,0.43,0.43,
  └─ Intangible Assets,4.14,4.14,4.14,4.30
  └─ Other fixed assets,0.52,0.53,0.56,
  └─ Gross Block,66.04,79.28,103.06,
  └─ Accumulated Depreciation,12.15,14.91,18.92,
CWIP,0,0,1,1
Investments,0,0,0,0
Other Assets,76,88,103,117
  └─ Inventories,29,34,43,74
  └─ Trade receivables,36,42,46,28
    └─ Receivables over 6m,0.58,1.34,2.60,
    └─ Receivables under 6m,35.68,41.01,44.14,
    └─ Prov for Doubtful,-0.03,-0.00,-0.28,
  └─ Cash Equivalents,4,6,9,9
  └─ Loans n Advances,5,3,4,0
  └─ Other asset items,1,3,2,6
Total Assets,129,153,189,213
