Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,11,11,10,10,10,10,10,10,14,28,28,28
Reserves,418,460,580,643,758,659,895,1089,1287,1379,1678,1877
Borrowings,24,176,55,34,16,86,185,159,590,765,516,723
  └─ Long term Borrowings,-0,52,34,19,-0,-0,-0,-0,305,431,228,284
  └─ Short term Borrowings,24,119,2,-0,16,86,90,38,189,243,214,284
  └─ Lease Liabilities,-0,-0,-0,-0,-0,-0,95,121,97,91,74,155
  └─ Other Borrowings,0,5,20,15,-0,-0,-0,-0,-0,-0,-0,
Other Liabilities,355,345,552,545,744,861,856,1301,2466,2889,2448,2464
  └─ Non controlling int,0,0,0,-0,0,0,0,0,0,0,0,0
  └─ Trade Payables,250,265,448,432,587,562,651,1055,1295,1416,1557,1800
  └─ Advance from Customers,2,3,4,5,4,6,12,10,10,18,13,
  └─ Other liability items,104,77,100,108,153,293,193,236,1160,1455,877,663
Total Liabilities,808,992,1198,1232,1528,1616,1947,2559,4357,5061,4670,5091
Fixed Assets,23,120,118,114,199,298,324,427,1732,1671,1603,1898
  └─ Land,4,4,3,3,3,2,2,2,2,2,2,
  └─ Building,25,36,12,12,13,109,95,118,119,119,99,
  └─ Plant Machinery,33,41,10,14,19,26,24,34,49,69,72,
  └─ Equipments,11,12,3,4,5,6,6,6,8,9,7,
  └─ Computers,0,0,5,5,5,0,0,0,21,21,21,
  └─ Furniture n fittings,11,14,4,4,6,6,4,6,8,8,8,
  └─ Vehicles,1,0,0,2,2,2,2,2,2,3,2,
  └─ Intangible Assets,11,94,80,83,152,167,210,278,1133,1147,1174,1693
  └─ Other fixed assets,10,12,13,11,34,34,42,92,534,534,534,
  └─ Gross Block,105,213,129,137,238,352,385,539,1876,1912,1919,
  └─ Accumulated Depreciation,82,93,11,23,38,54,61,112,143,241,316,
CWIP,0,0,0,0,1,0,0,0,1,0,26,0
Investments,64,52,128,198,146,14,76,159,220,245,249,186
Other Assets,721,820,951,920,1182,1305,1547,1974,2404,3145,2792,3007
  └─ Inventories,7,10,0,0,0,0,0,3,29,98,47,37
  └─ Trade receivables,310,354,520,396,811,700,616,922,1236,1605,1741,1849
  └─ Cash Equivalents,200,295,253,347,199,396,677,770,730,865,449,421
  └─ Loans n Advances,3,8,6,6,5,6,4,12,18,61,17,13
  └─ Other asset items,200,152,172,170,166,203,250,268,391,516,536,687
Total Assets,808,992,1198,1232,1528,1616,1947,2559,4357,5061,4670,5091
