Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,4,5,5,6,12,13
Reserves,68,84,85,64,55,95,113,141,173,447,677
Borrowings,0,0,0,0,0,0,6,26,63,37,39
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,37.52,2.95,25.73
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,5.87,19.90,22.14,28.03,7.92
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,3.45,6.24,5.47
  └─ Other Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,-0.01,
Other Liabilities,2,2,3,2,4,4,9,33,56,111,105
  └─ Non controlling int,0,0,0,0,0,0,3,4,17,25,7
  └─ Trade Payables,0,0,0,0,0,0,2,22,12,42,32
  └─ Other liability items,2,2,3,2,4,4,4,7,28,44,66
Total Liabilities,73,90,92,70,63,103,132,205,298,607,834
Fixed Assets,1,1,1,1,1,6,10,31,98,105,99
  └─ Land,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,20.07,
  └─ Building,2.79,2.26,2.26,2.26,2.26,7.13,7.13,7.13,9.18,21.99,
  └─ Plant Machinery,0.40,0.29,0.32,0.39,0.40,0.40,0.46,17.49,33.09,42.01,
  └─ Equipments,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Furniture n fittings,0.00,0.02,0.02,0.02,0.02,0.02,0.06,0.14,1.72,2.44,
  └─ Vehicles,0.20,0.20,0.20,0.20,0.20,0.12,0.12,0.13,1.27,1.95,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.07,3.90,57.17,25.99,44.73
  └─ Other fixed assets,0.01,0.98,0.98,0.99,0.98,0.60,5.63,6.45,10.39,10.42,
  └─ Gross Block,3.42,3.75,3.78,3.86,3.86,8.27,13.47,35.24,113.49,124.87,
  └─ Accumulated Depreciation,2.61,2.57,2.64,2.73,2.82,2.49,3.00,4.58,15.97,20.33,
CWIP,0,0,0,0,0,0,7,1,7,28,55
Investments,33,48,49,30,24,40,54,62,59,82,313
Other Assets,40,41,42,39,38,58,60,112,135,393,366
  └─ Inventories,0,0,0,0,0,0,0,1,19,39,42
  └─ Trade receivables,0,0,0,0,0,0,7,53,50,117,95
    └─ Receivables over 6m,0,0,0,0,0,0,0,15,18,40,
    └─ Receivables under 6m,0,0,0,0,0,0,7,38,32,77,
  └─ Cash Equivalents,26,19,21,21,27,44,43,42,17,153,49
  └─ Loans n Advances,1,0,18,14,6,8,2,2,14,10,85
  └─ Other asset items,12,21,4,3,4,6,8,14,35,74,94
Total Assets,73,90,92,70,63,103,132,205,298,607,834
