Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,66,66,66,66,66,66
Reserves,709,812,922,945,945,960
Borrowings,403,835,810,1057,1162,1060
  └─ Long term Borrowings,99,108,169,177,236,207
  └─ Short term Borrowings,296,720,635,870,916,847
  └─ Lease Liabilities,8,6,7,10,10,6
Other Liabilities,373,287,278,244,223,235
  └─ Trade Payables,298,169,164,137,111,115
  └─ Advance from Customers,1,18,11,12,8,
  └─ Other liability items,74,100,104,95,105,120
Total Liabilities,1551,2000,2077,2313,2398,2322
Fixed Assets,631,690,909,1036,1076,1131
  └─ Land,150.89,150.78,151.69,144.94,144.94,
  └─ Building,100.02,102.15,123.12,142.41,148.82,
  └─ Plant Machinery,818.45,864.85,1090.12,1241.53,1318.87,
  └─ Equipments,1.87,1.83,2.37,2.35,2.56,
  └─ Computers,4.44,4.63,5.84,3.86,4.34,
  └─ Furniture n fittings,6.33,6.88,7.40,5.27,10.14,
  └─ Vehicles,9.91,9.02,12.49,13.57,14.80,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.08,0.08
  └─ Other fixed assets,4.92,5.09,6.21,5.82,5.82,
  └─ Gross Block,1096.83,1145.23,1399.24,1559.75,1650.37,
  └─ Accumulated Depreciation,466.17,455.66,489.92,523.30,574.16,
CWIP,7,78,36,13,79,1
Investments,0,0,0,0,0,2
Other Assets,913,1232,1132,1263,1242,1188
  └─ Inventories,717,1057,819,1083,1094,1013
  └─ Trade receivables,107,108,154,88,55,64
  └─ Cash Equivalents,15,25,107,33,39,36
  └─ Loans n Advances,14,26,15,15,14,3
  └─ Other asset items,61,17,37,44,40,72
Total Assets,1551,2000,2077,2313,2398,2322
