Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,20,23,23,23,23,23,23,24,24,24,24,24,
Reserves,272,259,311,359,414,420,501,730,895,1206,1591,1987,
Borrowings,138,154,114,78,53,82,55,31,7,4,16,8,
  └─ Long term Borrowings,31.73,23.97,67.88,63.67,37.25,29.04,20.13,0.00,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,85.83,82.42,24.80,0.57,6.65,44.67,34.09,29.24,6.20,3.88,14.79,0.11,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.35,1.78,1.25,0.58,1.65,7.79,
  └─ Preference Capital,0.00,30.22,0.00,17.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,20.16,17.87,20.97,-3.03,9.34,8.70,0.01,0.00,0.00,0.00,0.00,,
Other Liabilities,180,183,229,356,396,429,477,497,674,934,1079,1233,
  └─ Non controlling int,0,0,0,0,0,0,0,0,2,2,2,0,
  └─ Trade Payables,117,113,147,236,281,320,330,413,501,688,809,916,
  └─ Advance from Customers,14,8,11,19,17,16,19,27,106,140,150,,
  └─ Other liability items,49,61,70,101,98,92,128,58,65,104,119,316,
Total Liabilities,609,620,677,817,887,954,1055,1282,1600,2169,2710,3252,
Fixed Assets,283,315,346,337,341,412,429,452,487,580,716,782,
  └─ Land,118.72,124.03,166.53,164.15,166.64,171.09,171.25,172.97,180.26,194.68,250.19,,
  └─ Building,113.33,117.30,106.69,107.33,114.89,176.84,190.94,192.74,208.50,240.39,290.60,,
  └─ Plant Machinery,86.15,128.95,120.65,111.57,111.81,119.44,128.76,145.25,152.75,182.35,216.33,,
  └─ Equipments,2.67,2.79,3.16,3.52,4.01,4.44,4.89,5.69,6.87,5.86,6.97,,
  └─ Computers,3.21,3.48,3.83,4.08,4.44,4.60,4.82,5.07,5.41,3.72,4.17,,
  └─ Furniture n fittings,10.38,10.90,10.95,11.56,13.84,15.19,17.40,18.84,32.94,38.20,46.81,,
  └─ Vehicles,10.79,12.33,13.93,15.59,15.45,18.66,18.05,23.08,23.14,38.41,42.12,,
  └─ Intangible Assets,3.80,4.10,4.51,4.51,2.20,2.84,2.84,4.13,4.58,5.38,5.71,3.71,
  └─ Other fixed assets,5.47,5.87,21.73,23.85,23.92,23.89,24.51,25.17,25.25,31.11,31.41,,
  └─ Gross Block,354.52,409.75,451.98,446.16,457.20,536.99,563.46,592.94,639.70,740.10,894.31,,
  └─ Accumulated Depreciation,71.32,94.66,105.73,108.90,116.65,124.93,134.12,141.26,152.25,160.53,178.45,,
CWIP,7,2,7,5,8,19,13,24,24,44,29,48,
Investments,14,17,18,35,45,28,31,179,349,594,918,1283,
Other Assets,305,286,305,439,493,494,582,627,739,951,1048,1138,
  └─ Inventories,142,124,114,144,213,271,266,333,419,553,515,605,
  └─ Trade receivables,81,81,104,170,144,147,225,189,169,164,265,284,
    └─ Receivables over 6m,12,12,0,0,0,0,0,39,39,38,66,,19
    └─ Receivables under 6m,69,69,105,171,145,150,228,156,156,166,243,,50
    └─ Prov for Doubtful,0,-0,-1,-1,-1,-2,-4,-7,-26,-40,-44,,0
  └─ Cash Equivalents,11,11,13,11,11,9,37,14,49,110,55,77,
  └─ Loans n Advances,12,13,18,28,29,34,29,21,18,19,46,4,
  └─ Other asset items,59,57,57,86,96,33,26,69,84,104,167,167,
Total Assets,609,620,677,817,887,954,1055,1282,1600,2169,2710,3252,
