Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,77,77,77,78,79,103,114
Reserves,161,107,37,-46,-29,5,416
Borrowings,61,134,2467,3913,3436,3737,4778
  └─ Long term Borrowings,53,66,115,300,240,216,135
  └─ Short term Borrowings,8,68,133,216,188,182,72
  └─ Lease Liabilities,0,0,2219,3398,3008,3340,4571
  └─ Other Borrowings,0,0,0,0,0,-0,
Other Liabilities,1060,1175,279,529,661,806,1155
  └─ Trade Payables,13,21,45,100,120,116,192
  └─ Advance from Customers,0,0,1,2,1,2,
  └─ Other liability items,1047,1155,233,427,541,688,962
Total Liabilities,1359,1494,2860,4474,4147,4651,6464
Fixed Assets,1066,1174,2328,3724,3412,3780,5238
  └─ Building,0.00,0.00,2126.99,3366.30,3030.97,3327.54,
  └─ Plant Machinery,0.00,0.00,58.45,90.07,118.21,168.76,
  └─ Equipments,38.22,49.68,7.75,14.80,15.82,22.55,
  └─ Computers,16.35,19.04,24.20,37.33,45.91,58.15,
  └─ Furniture n fittings,117.20,146.28,238.78,419.73,524.59,696.53,
  └─ Vehicles,0.48,0.48,0.71,2.12,3.46,3.67,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,18.20
  └─ Other fixed assets,937.46,1045.22,1.13,1.32,10.41,20.19,
  └─ Gross Block,1109.71,1260.70,2458.01,3931.67,3749.37,4297.39,
  └─ Accumulated Depreciation,43.43,87.00,130.01,207.24,337.69,517.02,
CWIP,21,13,89,52,72,139,56
Investments,114,0,0,0,11,11,2
Other Assets,158,307,442,697,652,721,1168
  └─ Trade receivables,4,7,10,14,14,26,39
    └─ Receivables over 6m,0.00,0.00,5.87,6.07,5.35,5.23,
    └─ Receivables under 6m,3.95,7.41,4.19,8.89,9.94,21.39,
    └─ Prov for Doubtful,-0.11,-0.35,-0.45,-0.64,-1.19,-1.08,
  └─ Cash Equivalents,11,102,102,214,52,69,236
  └─ Loans n Advances,14,0,18,34,42,30,371
  └─ Other asset items,129,198,313,435,544,596,522
Total Assets,1359,1494,2860,4474,4147,4651,6464
