Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,6316,6316,6207,6207,6163,6163,6163,6163,6163,6163,6163,6163,
Reserves,34037,28517,18311,13971,20292,25994,30355,36980,54680,76567,92942,112939,
Borrowings,408,1199,3014,1538,2210,6434,5884,3514,4331,6523,9146,14072,
  └─ Long term Borrowings,202,0,295,1054,1472,1993,2688,3302,4106,5617,7386,9232,
  └─ Short term Borrowings,200,0,2713,477,730,4433,3195,8,8,672,1523,4589,
  └─ Lease Liabilities,0,0,0,0,0,0,1,204,217,234,237,251,
  └─ Other Borrowings,6,1199,7,7,7,8,0,0,0,0,0,,
Other Liabilities,70505,77528,91054,103754,104356,111430,118649,132780,156222,147217,150735,152487,
  └─ Non controlling int,66,105,346,362,408,394,441,674,771,852,846,1903,
  └─ Trade Payables,921,3297,3884,6974,9418,7251,8473,8604,8549,8386,10206,12554,
  └─ Advance from Customers,6984,5550,9799,13772,14677,12002,13277,20303,20900,16504,17368,,
  └─ Other liability items,62535,68577,77025,82645,79853,91783,96458,103200,126002,121475,122315,138029,
Total Liabilities,111267,113560,118587,125471,133021,150020,161051,179436,221396,236470,258985,285660,
Fixed Assets,16115,22082,23811,27574,32618,36784,42405,46677,64547,75668,82865,91846,
  └─ Land,5685,8289,10197,11869,14694,15924,18771,21483,24366,27966,33682,,
  └─ Building,4256,3794,2937,3265,3765,4036,4509,5123,6146,7314,8434,,
  └─ Plant Machinery,27973,10375,11914,14233,16664,17941,21794,24661,26645,32890,35927,,
  └─ Equipments,219,505,180,224,251,315,343,422,452,540,624,,
  └─ Furniture n fittings,481,129,188,271,309,318,372,289,314,343,383,,
  └─ Railway sidings,479,167,245,333,647,3652,5800,7318,5928,6381,8462,,
  └─ Vehicles,299,83,104,122,147,190,208,263,339,431,477,,
  └─ Intangible Assets,3331,0,0,0,0,0,0,0,0,0,0,10343,
  └─ Other fixed assets,2084,1423,3664,5753,7749,8808,8296,8503,27874,33182,36662,,
  └─ Gross Block,44808,24765,29428,36068,44226,51184,60093,68061,92065,109049,124653,,
  └─ Accumulated Depreciation,28693,2682,5617,8494,11608,14400,17688,21384,27517,33381,41788,,
CWIP,5159,4553,8585,10273,9658,8328,10490,12897,17622,18960,22385,15834,
Investments,2813,2906,1483,1704,3170,1973,5950,8921,7139,7110,7591,10226,
Other Assets,87179,84018,84708,85920,87576,102936,102206,110942,132087,134731,146144,167754,
  └─ Inventories,6909,8301,9717,6444,5584,6618,8947,7076,8764,10797,13233,15654,
  └─ Trade receivables,8522,11448,12476,6258,5499,14408,19623,11368,13060,13256,12728,14121,
    └─ Receivables over 6m,5707,-0,-0,-0,-0,-0,-0,-0,5943,5524,4860,,6950
    └─ Receivables under 6m,5325,13668,14490,8001,7220,16296,22166,13792,9839,11405,10494,,3880
    └─ Prov for Doubtful,-2510,-2220,-2014,-1743,-1722,-1888,-2543,-2425,-2722,-3674,-2626,,-2589
  └─ Cash Equivalents,47269,38015,31149,31280,31124,28449,17310,29965,39922,30235,34215,52574,
  └─ Loans n Advances,8093,514,7593,8094,9861,9448,9589,8347,8688,9017,9769,23606,
  └─ Other asset items,16386,25741,23772,33845,35508,44012,46736,54186,61653,71426,76199,61799,
Total Assets,111267,113560,118587,125471,133021,150020,161051,179436,221396,236470,258985,285660,
