Metric,Mar 2013,Mar 2014,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.80,0.80,0.81,0.81,0.81,20,20,21,21,21
Reserves,14,34,266,347,437,1006,1187,1354,1479,1735
Borrowings,8,13,36,33,52,26,21,24,29,33
  └─ Long term Borrowings,,,0.00,0.00,22.61,0.42,0.33,0.24,0.14,0.02
  └─ Lease Liabilities,,,35.54,32.58,29.24,25.61,21.14,23.75,28.63,33.22
  └─ Other Borrowings,8.33,13.31,0.00,0.00,0.01,0.00,-0.01,0.00,0.00,
Other Liabilities,2,5,21,17,30,48,34,57,260,306
  └─ Non controlling int,0,0,0,0,0,0,0,0,37,29
  └─ Trade Payables,0,1,6,3,3,4,4,10,20,20
  └─ Advance from Customers,0,0,0,0,0,0,1,1,1,
  └─ Other liability items,2,4,15,14,26,43,29,47,202,257
Total Liabilities,25,53,324,398,519,1100,1263,1456,1789,2094
Fixed Assets,2,7,37,35,30,29,23,28,401,397
  └─ Building,0,0,38,35,35,35,35,42,53,
  └─ Equipments,0,0,0,0,0,0,0,1,2,
  └─ Computers,0,0,3,5,7,13,16,20,24,
  └─ Furniture n fittings,0,0,2,2,2,2,2,2,3,
  └─ Vehicles,0,0,0,0,0,0,0,0,0,
  └─ Intangible Assets,0,0,0,0,0,0,0,0,245,340
  └─ Other fixed assets,2,7,1,0,0,0,0,0,132,
  └─ Gross Block,2,7,44,42,44,50,53,64,460,
  └─ Accumulated Depreciation,0,0,7,7,14,22,30,37,59,
CWIP,0,1,0,0,0,0,0,0,9,0
Investments,3,12,99,72,139,194,501,676,848,917
Other Assets,20,33,188,290,350,878,739,753,531,781
  └─ Trade receivables,6,13,51,53,61,84,99,113,185,231
  └─ Cash Equivalents,1,2,79,150,221,692,541,416,98,334
  └─ Loans n Advances,9,17,2,4,3,3,7,5,10,70
  └─ Other asset items,4,2,57,84,65,99,93,219,238,145
Total Assets,25,53,324,398,519,1100,1263,1456,1789,2094
