Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,4,4,4,4,4
Reserves,37,37,37,38,36,38,39,39,35,36
Borrowings,0,0,0,0,5,5,16,3,16,9
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,4.55,5.00,15.68,3.48,16.41,9.38
Other Liabilities,25,0,12,0,0,35,1,1,1,93
  └─ Trade Payables,21,0,11,0,0,34,0,0,0,87
  └─ Advance from Customers,0,0,0,0,0,0,0,0,0,
  └─ Other liability items,4,0,1,0,0,1,1,1,0,5
Total Liabilities,66,41,53,42,45,83,59,47,57,142
Fixed Assets,1,1,1,3,2,3,3,2,4,4
  └─ Land,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,
  └─ Plant Machinery,0.48,0.49,0.51,0.51,0.52,0.76,0.76,0.81,2.57,
  └─ Equipments,0.46,0.46,0.48,2.17,2.17,2.53,2.73,2.80,2.80,
  └─ Computers,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,
  └─ Vehicles,0.27,0.27,0.27,0.27,0.27,0.69,0.69,0.69,0.69,
  └─ Other fixed assets,0.00,0.00,0.20,0.19,0.19,0.19,0.20,-0.01,0.00,
  └─ Gross Block,1.23,1.24,1.48,3.16,3.17,4.20,4.41,4.32,6.09,
  └─ Accumulated Depreciation,0.14,0.29,0.44,0.62,0.86,1.45,1.72,1.98,2.32,
CWIP,0,0,0,0,0,0,0,0,0,0
Investments,3,34,31,34,39,22,35,25,22,21
Other Assets,62,6,21,6,4,58,22,20,31,117
  └─ Inventories,20,1,15,0,0,21,9,12,14,69
  └─ Trade receivables,1,0,2,2,0,15,2,3,10,9
  └─ Cash Equivalents,0,0,0,0,0,16,6,0,0,21
  └─ Loans n Advances,1,1,0,0,0,0,0,0,0,0
  └─ Other asset items,39,5,4,4,3,6,4,4,6,18
Total Assets,66,41,53,42,45,83,59,47,57,142
