Metric,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,8,8,8,8,8,8,8,8
Reserves,454,559,630,735,988,1159,1236,1245,1204,1103
Borrowings,159,67,669,741,410,313,432,776,959,1112
  └─ Long term Borrowings,70,66,519,442,259,163,204,320,257,301
  └─ Short term Borrowings,78,0,81,197,89,124,204,228,453,551
  └─ Lease Liabilities,0,0,0,0,0,25,24,228,250,259
  └─ Other Borrowings,11,0,68,102,62,0,0,-0,0,
Other Liabilities,290,386,669,671,708,744,689,714,749,849
  └─ Trade Payables,126,196,335,321,320,369,339,392,428,440
  └─ Advance from Customers,13,12,0,0,0,0,0,8,1,
  └─ Other liability items,151,177,334,350,387,375,350,314,320,409
Total Liabilities,910,1019,1975,2154,2113,2223,2364,2743,2920,3071
Fixed Assets,508,492,1081,1120,1156,1131,1218,1410,1684,1831
  └─ Land,36,35,76,80,82,88,101,101,121,
  └─ Building,175,129,293,320,358,369,402,634,727,
  └─ Plant Machinery,549,351,588,642,722,770,875,919,1070,
  └─ Equipments,5,3,17,24,30,35,40,44,49,
  └─ Furniture n fittings,7,5,5,7,7,8,8,8,11,
  └─ Railway sidings,0,0,0,0,0,0,0,0,0,
  └─ Vehicles,4,2,5,15,15,16,15,15,26,
  └─ Intangible Assets,0,0,189,202,209,205,227,228,332,440
  └─ Other fixed assets,10,48,54,57,63,70,76,80,87,
  └─ Gross Block,786,572,1227,1347,1485,1561,1743,2029,2422,
  └─ Accumulated Depreciation,278,80,146,227,329,430,526,619,738,
CWIP,11,49,32,35,14,26,33,47,57,40
Investments,7,121,1,18,33,3,2,104,0,0
Other Assets,383,357,861,982,911,1062,1112,1182,1178,1199
  └─ Inventories,223,185,494,568,487,716,684,714,683,687
  └─ Trade receivables,102,100,139,118,96,110,128,154,200,207
    └─ Receivables over 6m,6,0,0,0,0,0,0,8,16,
    └─ Receivables under 6m,102,108,150,135,113,120,140,154,193,
    └─ Prov for Doubtful,-6,-8,-10,-17,-17,-10,-11,-8,-10,
  └─ Cash Equivalents,4,14,67,89,130,73,63,136,81,55
  └─ Loans n Advances,1,9,14,17,34,42,70,63,77,51
  └─ Other asset items,53,49,147,189,164,121,167,116,138,200
Total Assets,910,1019,1975,2154,2113,2223,2364,2743,2920,3071
