Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2010,Mar 2011,Mar 2012
Equity Capital,0.15,0.15,0.15,0.15,0.15,0.15
Reserves,5.94,6.03,6.29,6.49,6.64,7.17
Borrowings,0.00,0.00,0.00,0.00,0.00,0.00
Other Liabilities,0.70,0.68,0.70,1.12,0.15,0.04
  └─ Trade Payables,0.02,0.00,0.00,0.00,0.00,0.00
  └─ Other liability items,0.68,0.68,0.70,1.12,0.15,0.04
Total Liabilities,6.79,6.86,7.14,7.76,6.94,7.36
Fixed Assets,0.00,0.00,0.00,0.00,0.00,0.00
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,6.09,6.16,6.45,6.78,4.71,0.26
Other Assets,0.70,0.70,0.69,0.98,2.23,7.10
  └─ Cash Equivalents,0.01,0.01,0.01,0.01,0.13,0.75
  └─ Loans n Advances,0.69,0.69,0.68,0.00,0.00,0.00
  └─ Other asset items,0.00,0.00,0.00,0.97,2.10,6.35
Total Assets,6.79,6.86,7.14,7.76,6.94,7.36
