Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
Reserves,18.86,19.15,19.85,12.28,15.07,18.34,17.67,18.34,18.81,17.33
Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
Other Liabilities,0.12,0.10,0.16,0.08,0.10,0.56,0.51,0.27,0.23,0.16
  └─ Trade Payables,0.05,0.03,0.04,0.02,0.02,0.03,0.30,0.03,0.06,0.01
  └─ Other liability items,0.07,0.07,0.12,0.06,0.08,0.53,0.21,0.24,0.17,0.15
Total Liabilities,22.09,22.36,23.12,15.47,18.28,22.01,21.29,22.22,22.15,20.60
Fixed Assets,0.86,0.69,0.64,0.39,0.34,0.32,0.32,0.52,0.49,0.46
  └─ Plant Machinery,7.94,7.06,7.06,2.72,2.36,2.36,2.36,2.36,2.36,
  └─ Equipments,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,
  └─ Furniture n fittings,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,
  └─ Vehicles,0.62,0.62,0.62,0.55,0.46,0.46,0.46,0.58,0.58,
  └─ Other fixed assets,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.18,0.18,
  └─ Gross Block,8.81,7.93,7.93,3.53,3.07,3.07,3.07,3.21,3.21,
  └─ Accumulated Depreciation,7.95,7.24,7.29,3.14,2.73,2.75,2.75,2.69,2.72,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,5.54,5.81,6.05,4.01,6.55,9.64,8.65,9.20,9.61,8.27
Other Assets,15.69,15.86,16.43,11.07,11.39,12.05,12.32,12.50,12.05,11.87
  └─ Inventories,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade receivables,0.22,0.39,1.24,1.34,1.04,1.37,0.65,0.99,1.21,1.38
  └─ Cash Equivalents,0.12,0.80,1.58,2.55,3.17,2.77,3.52,1.65,0.10,0.10
  └─ Loans n Advances,4.43,4.25,4.41,4.20,4.10,4.42,4.23,4.36,4.23,8.15
  └─ Other asset items,10.80,10.42,9.20,2.98,3.08,3.49,3.92,5.50,6.51,2.24
Total Assets,22.09,22.36,23.12,15.47,18.28,22.01,21.29,22.22,22.15,20.60
