Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,55,55,55,55,55,55,55,72,72,77,81,81,
Reserves,3362,3720,3281,2797,2619,2616,3321,3777,3282,3282,4272,4859,
Borrowings,2309,2677,4160,3748,3375,3582,2673,2198,2184,2356,2021,2233,
  └─ Long term Borrowings,1185,1921,3190,2173,1891,1241,503,355,224,891,1211,1518,
  └─ Short term Borrowings,348,550,663,437,562,904,1066,1507,1663,1221,648,607,
  └─ Lease Liabilities,0,0,0,0,0,369,341,336,297,244,162,108,
  └─ Preference Capital,299,0,0,0,234,0,0,0,0,0,0,0,
  └─ Other Borrowings,477,206,307,1138,687,1068,763,0,0,0,0,,
Other Liabilities,1213,1622,1486,1528,1764,1894,1695,2168,2113,1899,1726,1442,
  └─ Non controlling int,144,465,382,346,330,386,383,353,308,303,304,341,
  └─ Trade Payables,553,638,534,602,840,895,578,921,867,766,592,563,
  └─ Advance from Customers,0,11,19,10,20,33,25,51,66,97,178,,
  └─ Other liability items,517,508,551,570,573,580,708,843,872,733,652,538,
Total Liabilities,6939,8074,8982,8128,7813,8148,7744,8215,7651,7614,8100,8615,
Fixed Assets,2123,2809,2773,2888,3058,3502,3343,3462,3042,2881,2736,4499,
  └─ Land,132,432,430,431,434,447,355,358,266,20,262,,
  └─ Building,416,465,480,533,629,1030,1070,1186,1088,645,1085,,
  └─ Plant Machinery,1636,2014,2105,2211,2423,2501,2585,2822,2612,2609,2690,,
  └─ Equipments,37,45,33,41,45,46,48,51,55,58,62,,
  └─ Computers,65,79,81,91,95,91,94,97,103,95,97,,
  └─ Furniture n fittings,51,56,56,62,65,57,63,77,91,95,107,,
  └─ Vehicles,7,7,7,7,7,9,9,10,9,6,11,,
  └─ Intangible Assets,2131,2238,2169,2287,1253,1344,1326,1311,1359,1357,1386,2881,
  └─ Other fixed assets,79,90,96,109,114,132,104,106,113,521,114,,
  └─ Gross Block,4553,5426,5456,5772,5066,5656,5656,6018,5696,5406,5814,,
  └─ Accumulated Depreciation,2430,2617,2684,2884,2008,2154,2312,2556,2654,2525,3078,,
CWIP,1007,1036,1244,1433,1445,1585,1379,1342,1539,1722,2033,671,
Investments,341,0,563,214,0,0,0,0,0,0,422,412,
Other Assets,3468,4228,4403,3593,3309,3060,3022,3411,3070,3011,2909,3033,
  └─ Inventories,1021,1102,1108,856,819,690,799,769,658,640,725,887,
  └─ Trade receivables,741,1111,1034,962,1274,1243,918,918,797,618,661,588,
    └─ Receivables over 6m,145,0,0,0,0,0,0,256,0,0,322,,75
    └─ Receivables under 6m,650,1273,1189,1115,1424,1423,1074,779,910,776,535,,457
    └─ Prov for Doubtful,-53,-161,-155,-153,-150,-180,-157,-117,-113,-158,-196,,-51
  └─ Cash Equivalents,1235,1478,1604,1082,449,268,292,406,124,529,191,250,
  └─ Loans n Advances,31,105,40,43,34,22,32,73,68,47,98,72,
  └─ Other asset items,440,432,617,650,734,837,981,1245,1423,1177,1234,1236,
Total Assets,6939,8074,8982,8128,7813,8148,7744,8215,7651,7614,8100,8615,
