Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5,15,15,19,19
Reserves,71,80,124,207,226
Borrowings,15,10,40,0,8
  └─ Long term Borrowings,0.00,0.00,0.00,0.00,2.30
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,5.59
  └─ Other Borrowings,15.06,9.94,40.18,0.19,
Other Liabilities,90,83,115,64,145
  └─ Trade Payables,82,72,105,62,88
  └─ Other liability items,8,11,10,2,57
Total Liabilities,181,188,294,291,398
Fixed Assets,1,2,2,2,7
  └─ Equipments,0.25,0.84,0.98,0.94,
  └─ Computers,2.86,3.30,3.46,2.89,
  └─ Furniture n fittings,2.87,3.46,3.51,0.91,
  └─ Vehicles,0.29,0.29,0.49,0.49,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.32
  └─ Other fixed assets,0.30,0.36,0.38,0.55,
  └─ Gross Block,6.57,8.25,8.82,5.78,
  └─ Accumulated Depreciation,5.68,6.17,6.77,3.54,
CWIP,0,-0,-0,-0,-0
Investments,72,98,131,-0,0
Other Assets,107,88,161,288,391
  └─ Inventories,0,0,0,111,104
  └─ Trade receivables,7,6,4,11,16
    └─ Receivables over 6m,0.36,0.80,0.00,0.97,
    └─ Receivables under 6m,6.44,4.79,4.19,9.86,
  └─ Cash Equivalents,24,7,14,-16,237
  └─ Loans n Advances,1,1,2,1,4
  └─ Other asset items,76,74,141,181,30
Total Assets,181,188,294,291,398
