Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.24,0.24,1,1,15,19
Reserves,4,8,13,25,24,65
Borrowings,2,2,4,7,17,5
  └─ Long term Borrowings,0.07,0.76,0.08,0.68,1.94,0.07
  └─ Short term Borrowings,1.49,1.65,4.05,6.00,14.65,5.41
Other Liabilities,34,51,57,47,42,50
  └─ Trade Payables,26.67,42.90,43.65,31.52,27.18,40.02
  └─ Advance from Customers,2.12,1.73,4.04,0.76,1.08,
  └─ Other liability items,5.02,6.42,9.72,14.56,13.85,9.64
Total Liabilities,40,62,76,79,97,139
Fixed Assets,1,5,5,5,5,20
  └─ Land,0.00,3.38,3.38,3.38,3.38,
  └─ Plant Machinery,0.42,0.58,0.70,0.73,0.79,
  └─ Computers,0.20,0.27,0.35,0.43,0.48,
  └─ Furniture n fittings,0.47,1.16,1.18,1.19,1.21,
  └─ Vehicles,0.28,0.62,0.62,1.09,1.09,
  └─ Other fixed assets,0.66,0.01,0.02,0.03,0.03,
  └─ Gross Block,2.03,6.02,6.25,6.85,6.98,
  └─ Accumulated Depreciation,0.87,1.24,1.62,2.02,2.42,
CWIP,0,0,0,1,5,7
Investments,0,0,0,0,0,0
Other Assets,39,57,71,74,88,112
  └─ Inventories,14,21,30,23,34,39
  └─ Trade receivables,13,27,32,43,38,52
  └─ Cash Equivalents,2,3,2,3,3,3
  └─ Loans n Advances,0,1,1,2,3,2
  └─ Other asset items,10,6,5,3,9,16
Total Assets,40,62,76,79,97,139
