Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,148,148,148,148,170,170,170,170,171
Reserves,790,832,756,690,963,1030,1107,1185,1289
Borrowings,807,846,739,727,545,644,656,655,616
  └─ Long term Borrowings,199,298,79,49,57,74,147,58,162
  └─ Short term Borrowings,558,416,659,678,487,567,504,593,448
  └─ Lease Liabilities,0,0,2,0,2,2,5,5,6
  └─ Preference Capital,0,0,0,0,0,0,0,0,0
  └─ Other Borrowings,51,131,-0,-0,-0,-0,-0,-0,
Other Liabilities,1540,1528,1759,1719,1950,1791,1842,1928,1639
  └─ Non controlling int,-10,-10,-10,-10,-2,0,0,0,0
  └─ Trade Payables,113,138,141,145,146,139,158,182,216
  └─ Advance from Customers,952,923,1025,13,20,16,13,13,
  └─ Other liability items,485,477,603,1572,1786,1636,1671,1732,1423
Total Liabilities,3285,3353,3403,3284,3628,3634,3775,3939,3714
Fixed Assets,30,60,81,76,82,81,86,81,128
  └─ Land,0.00,27.78,27.78,27.78,27.78,27.78,27.78,27.78,
  └─ Building,3.74,4.19,22.18,22.43,23.66,25.42,29.86,30.38,
  └─ Equipments,2.05,2.36,5.22,5.55,5.61,5.94,6.16,6.43,
  └─ Computers,2.58,3.84,4.72,4.74,5.24,5.99,6.37,6.63,
  └─ Furniture n fittings,1.69,1.08,2.48,2.69,2.70,2.60,2.67,2.92,
  └─ Vehicles,2.06,2.08,2.08,1.71,1.59,1.92,1.92,1.86,
  └─ Intangible Assets,10.59,10.59,10.59,10.59,10.59,10.71,10.71,10.71,12.87
  └─ Other fixed assets,13.91,19.58,23.00,23.40,32.02,32.90,40.77,45.42,
  └─ Gross Block,36.62,71.50,98.05,98.89,109.19,113.26,126.24,132.13,
  └─ Accumulated Depreciation,6.82,11.72,16.97,23.08,26.89,31.95,40.56,50.87,
CWIP,0,8,0,0,0,0,0,1,0
Investments,346,296,99,36,39,121,121,187,63
Other Assets,2909,2989,3223,3172,3507,3432,3568,3670,3524
  └─ Inventories,2081,1925,2092,2026,2188,2221,2520,2533,2447
  └─ Trade receivables,157,215,165,132,108,79,77,94,71
    └─ Receivables over 6m,0,0,0,0,58,58,51,34,
    └─ Receivables under 6m,157,216,174,141,60,28,31,65,
    └─ Prov for Doubtful,0,-1,-9,-8,-11,-8,-6,-5,
  └─ Cash Equivalents,58,56,45,81,135,115,184,179,151
  └─ Loans n Advances,5,87,70,86,124,43,69,102,73
  └─ Other asset items,608,705,852,846,952,974,720,762,782
Total Assets,3285,3353,3403,3284,3628,3634,3775,3939,3714
