Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,7,10,11,11
Reserves,182,176,192,209,237,453,455
Borrowings,7,88,130,151,204,189,309
  └─ Long term Borrowings,0,0,1,0,1,1,1
  └─ Short term Borrowings,7,0,6,9,26,2,0
  └─ Lease Liabilities,0,87,124,142,177,187,308
  └─ Other Borrowings,0,0,-0,0,0,0,
Other Liabilities,55,76,93,90,113,92,116
  └─ Non controlling int,4,5,6,7,11,11,6
  └─ Trade Payables,31,42,49,44,50,34,48
  └─ Advance from Customers,16,18,23,24,21,22,
  └─ Other liability items,4,11,15,15,31,24,62
Total Liabilities,251,347,422,458,564,745,891
Fixed Assets,38,118,165,202,247,258,435
  └─ Building,21.17,24.01,37.35,56.40,68.40,76.40,
  └─ Plant Machinery,13.96,9.68,12.62,12.90,16.60,23.30,
  └─ Equipments,2.64,1.12,1.58,2.00,2.40,3.40,
  └─ Computers,1.79,0.55,1.01,1.60,2.30,3.00,
  └─ Furniture n fittings,5.27,4.09,5.91,9.10,14.20,16.20,
  └─ Vehicles,3.78,1.83,3.33,2.40,3.30,3.30,
  └─ Intangible Assets,2.56,2.56,2.71,3.70,4.20,5.80,45.70
  └─ Other fixed assets,7.02,126.13,174.85,210.50,259.00,293.20,
  └─ Gross Block,58.19,169.97,239.36,298.60,370.40,424.60,
  └─ Accumulated Depreciation,19.99,52.44,73.91,97.00,123.80,167.10,
CWIP,0,0,1,2,40,38,24
Investments,0,0,0,0,0,0,20
Other Assets,213,229,256,254,278,449,411
  └─ Inventories,87,95,118,121,142,140,135
  └─ Trade receivables,12,14,19,16,26,24,11
    └─ Receivables over 6m,0.00,3.34,5.85,20.70,2.60,2.90,
    └─ Receivables under 6m,12.44,13.95,16.64,0.00,25.90,25.00,
    └─ Prov for Doubtful,0.00,-3.34,-3.53,-4.20,-2.80,-3.90,
  └─ Cash Equivalents,84,86,75,73,53,140,162
  └─ Loans n Advances,6,8,11,9,16,10,39
  └─ Other asset items,24,25,33,34,41,134,63
Total Assets,251,347,422,458,564,745,891
