Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2012
Equity Capital,108,108,113,396,396,396,396,482,482,994,998,999,
Reserves,3186,3865,3920,4756,3445,4156,4203,11624,12181,16475,19180,22287,
Borrowings,11852,13835,16183,22616,25641,18423,18193,11537,9060,7698,7094,9896,
  └─ Long term Borrowings,0,,1467,2494,514,2134,4268,2716,2257,1970,1216,3716,
  └─ Short term Borrowings,0,,17808,20107,22849,16280,13925,8821,6792,5710,5864,6168,
  └─ Lease Liabilities,0,,0,0,0,0,0,0,12,18,14,12,
  └─ Preference Capital,0,0,0,0,0,0,0,0,10,13,18,0,
  └─ Other Borrowings,11852,13835,-3092,16,2278,9,0,0,-10,-13,-18,,
Other Liabilities,12752,13173,13715,12483,20382,17717,16516,14763,17399,22031,22325,25754,
  └─ Non controlling int,135,166,134,43,535,519,527,57,60,65,67,143,
  └─ Trade Payables,1699,2181,2348,1925,2057,2050,1533,1386,1966,2531,2936,3403,
  └─ Advance from Customers,6402,5247,5747,5454,12240,8666,8180,7431,7351,8417,8814,,
  └─ Other liability items,4516,5579,5486,5061,5550,6482,6277,5888,8022,11018,10507,22208,
Total Liabilities,27898,30981,33931,40251,49864,40693,39308,38404,39122,47198,49597,58937,
Fixed Assets,2290,1899,1753,2197,2139,2021,1946,1923,1828,1169,1368,2651,
  └─ Land,0,0,69,676,676,676,676,680,680,51,51,,
  └─ Building,515,525,535,567,569,561,561,561,560,513,513,,
  └─ Plant Machinery,130,133,157,291,365,396,392,428,488,612,753,,
  └─ Equipments,19,23,28,31,35,37,37,39,50,68,102,,
  └─ Computers,29,35,35,33,38,38,38,43,56,74,82,,
  └─ Furniture n fittings,33,35,37,38,40,34,34,36,38,41,44,,
  └─ Vehicles,9,10,9,9,8,7,6,9,10,12,16,,
  └─ Intangible Assets,1757,1782,1783,1824,1824,1854,1854,1854,1601,1601,1601,229,
  └─ Other fixed assets,37,34,228,219,284,348,346,343,252,263,538,,
  └─ Gross Block,2530,2577,2882,3687,3837,3951,3945,3993,3735,3235,3699,,
  └─ Accumulated Depreciation,240,678,1128,1490,1698,1930,1998,2070,1908,2066,2332,,
CWIP,4,176,109,6,6,6,6,0,0,4,4,0,
Investments,595,611,1180,1384,1405,1553,1579,574,246,2500,1250,1454,
Other Assets,25008,28295,30888,36664,46314,37112,35776,35908,37048,43524,46976,54832,
  └─ Inventories,19170,21023,22208,31434,41512,29031,28301,27358,30117,33993,36476,40254,
  └─ Trade receivables,1068,685,604,759,484,794,655,645,739,800,776,1472,
    └─ Receivables over 6m,0,0,0,0,0,0,0,0,0,366,282,,22
    └─ Receivables under 6m,1080,702,621,776,501,797,658,648,742,444,505,,239
    └─ Prov for Doubtful,-12,-18,-17,-17,-17,-3,-3,-3,-2,-10,-11,,-3
  └─ Cash Equivalents,435,305,279,522,658,187,367,1246,1824,2635,1742,3586,
  └─ Loans n Advances,1633,1949,1893,714,1790,1391,1172,1488,1411,2338,3138,3285,
  └─ Other asset items,2702,4333,5904,3235,1870,5709,5282,5171,2957,3758,4844,6235,
Total Assets,27898,30981,33931,40251,49864,40693,39308,38404,39122,47198,49597,58937,
