Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,0.01,0.01,13
Reserves,2,4,9,23,75
Borrowings,0,0,0,9,0
  └─ Long term Borrowings,0.00,0.00,0.00,8.50,0.00
  └─ Short term Borrowings,0.00,0.00,0.00,0.29,0.00
Other Liabilities,3,8,16,30,19
  └─ Trade Payables,2.30,5.95,11.99,23.61,16.48
  └─ Other liability items,0.70,1.58,3.62,6.87,2.93
Total Liabilities,5,11,25,62,108
Fixed Assets,0,0,0,1,11
  └─ Computers,0.21,0.45,0.60,1.28,
  └─ Furniture n fittings,0.02,0.22,0.22,0.41,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.64
  └─ Other fixed assets,0.00,0.00,0.01,0.00,
  └─ Gross Block,0.23,0.67,0.83,1.69,
  └─ Accumulated Depreciation,0.10,0.27,0.48,0.78,
CWIP,0,0,0,10,0
Investments,0,0,0,0,0
Other Assets,5,11,24,51,97
  └─ Trade receivables,1,4,5,25,29
  └─ Cash Equivalents,2,4,14,17,54
  └─ Loans n Advances,0,0,0,1,10
  └─ Other asset items,1,3,5,9,3
Total Assets,5,11,25,62,108
