Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,25,25,25,25,34,34,34,34
Reserves,24,33,44,69,146,156,160,163
Borrowings,41,18,42,33,109,122,212,142
  └─ Long term Borrowings,1,3,4,1,1,0,3,2
  └─ Short term Borrowings,40,15,39,32,108,121,209,141
  └─ Other Borrowings,0,0,0,0,0,0,-0,
Other Liabilities,15,143,83,130,40,56,54,46
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.71,0.68,0.68
  └─ Trade Payables,10.70,77.18,48.81,81.95,19.14,32.44,11.23,24.92
  └─ Advance from Customers,0.78,51.50,23.27,29.07,10.48,14.92,32.43,
  └─ Other liability items,3.23,14.41,10.74,18.98,9.91,7.67,9.19,20.09
Total Liabilities,104,219,194,257,328,368,460,385
Fixed Assets,2,2,2,6,9,9,23,41
  └─ Building,1.99,1.99,1.99,1.99,5.07,5.10,17.34,
  └─ Plant Machinery,0.92,0.93,0.35,0.35,0.35,0.45,2.24,
  └─ Equipments,0.04,0.04,0.02,0.11,0.13,0.17,0.17,
  └─ Computers,0.06,0.06,0.01,0.03,0.20,0.28,0.30,
  └─ Furniture n fittings,0.27,0.27,0.03,0.10,0.20,0.25,0.32,
  └─ Vehicles,0.57,0.63,0.18,0.19,0.19,0.94,1.18,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.03,0.00,2.00
  └─ Other fixed assets,0.00,0.00,-0.01,3.27,3.27,3.30,3.33,
  └─ Gross Block,3.85,3.92,2.57,6.04,9.41,10.52,24.88,
  └─ Accumulated Depreciation,1.35,1.47,0.23,0.34,0.68,1.19,1.56,
CWIP,0,0,0,0,0,2,6,0
Investments,6,7,3,3,4,2,1,1
Other Assets,95,210,189,248,315,354,430,343
  └─ Inventories,43,26,73,108,73,122,170,84
  └─ Trade receivables,14,13,30,64,124,116,92,27
    └─ Receivables over 6m,0,1,2,17,10,7,14,
    └─ Receivables under 6m,14,12,28,46,114,110,78,
  └─ Cash Equivalents,14,13,17,28,41,31,62,15
  └─ Loans n Advances,16,147,63,31,33,32,72,34
  └─ Other asset items,8,10,5,19,44,52,34,182
Total Assets,104,219,194,257,328,368,460,385
