Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,13,13,13
Reserves,56,281,281
Borrowing,19,20,1
Other Liabilities,2,67,52
  └─ Non controlling int,0,0,0
  └─ Other liability items,2,67,52
Total Liabilities,91,380,347
Fixed Assets,1,3,2
  └─ Computers,0.00,0.05,
  └─ Vehicles,1.43,2.77,
  └─ Intangible Assets,0.00,0.22,0.38
  └─ Other fixed assets,0.00,0.77,
  └─ Gross Block,1.43,3.81,
  └─ Accumulated Depreciation,0.26,0.93,
CWIP,0,0,0
Investments,34,324,246
Other Assets,56,53,99
  └─ Trade receivables,3,2,4
  └─ Cash Equivalents,28,29,32
  └─ Loans n Advances,0,0,63
  └─ Other asset items,25,23,0
Total Assets,91,380,347
