Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8.20,8.20,44.98,46.97
Reserves,6.96,19.18,16.37,38.63
Borrowings,0.00,0.00,0.00,7.18
  └─ Long term Borrowings,0.00,0.00,0.00,7.18
Other Liabilities,8.77,16.77,34.60,44.13
  └─ Non controlling int,0.00,0.03,0.16,0.00
  └─ Trade Payables,8.39,15.80,19.51,31.16
  └─ Advance from Customers,0.00,0.00,12.38,
  └─ Other liability items,0.38,0.94,2.55,12.97
Total Liabilities,23.93,44.15,95.95,136.91
Fixed Assets,0.03,0.03,0.04,0.03
  └─ Computers,0.01,0.01,0.01,
  └─ Furniture n fittings,0.04,0.04,0.04,
  └─ Other fixed assets,0.00,0.00,0.01,
  └─ Gross Block,0.05,0.05,0.06,
  └─ Accumulated Depreciation,0.02,0.02,0.02,
CWIP,0.00,0.00,0.00,0.00
Investments,1.37,1.37,20.99,20.99
Other Assets,22.53,42.75,74.92,115.89
  └─ Inventories,0.00,0.00,0.00,1.34
  └─ Trade receivables,21.56,27.96,22.49,38.09
  └─ Cash Equivalents,0.09,2.76,0.79,1.75
  └─ Loans n Advances,0.00,12.02,16.32,38.55
  └─ Other asset items,0.88,0.01,35.32,36.16
Total Assets,23.93,44.15,95.95,136.91
