Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.10,0.10,0.10,0.10,7,9
Reserves,0,0,1,4,14,59
Borrowings,1,1,3,4,5,16
  └─ Long term Borrowings,0.52,1.35,0.00,0.72,1.89,1.23
  └─ Short term Borrowings,0.96,0.12,2.86,3.73,2.72,14.57
  └─ Other Borrowings,0.00,0.00,0.00,0.01,0.00,
Other Liabilities,1,1,3,12,22,23
  └─ Non controlling int,0.00,0.00,0.00,1.34,2.15,0.00
  └─ Trade Payables,0.49,0.71,2.47,9.64,15.58,18.49
  └─ Advance from Customers,0.00,0.00,0.30,0.27,0.36,
  └─ Other liability items,0.14,0.22,0.37,1.14,3.63,4.83
Total Liabilities,2,3,7,21,48,108
Fixed Assets,0,0,0,1,0,10
  └─ Plant Machinery,0.05,0.09,0.09,0.83,0.11,
  └─ Equipments,0.12,0.19,0.33,0.36,0.14,
  └─ Computers,0.03,0.09,0.14,0.22,0.17,
  └─ Furniture n fittings,0.03,0.04,0.08,0.10,0.10,
  └─ Vehicles,0.00,0.00,0.05,0.05,0.05,
  └─ Intangible Assets,0.00,0.00,0.00,0.18,0.19,9.01
  └─ Other fixed assets,0.00,0.00,0.01,-0.01,0.00,
  └─ Gross Block,0.23,0.41,0.70,1.73,0.76,
  └─ Accumulated Depreciation,0.08,0.17,0.32,0.56,0.40,
CWIP,0,0,0,0,5,7
Investments,0,0,0,0,0,0
Other Assets,2,2,6,19,42,92
  └─ Inventories,0,0,0,0,0,1
  └─ Trade receivables,1,1,4,17,33,59
  └─ Cash Equivalents,0,0,1,1,2,17
  └─ Loans n Advances,0,0,1,1,5,14
  └─ Other asset items,1,1,1,1,2,0
Total Assets,2,3,7,21,48,108
