Metric,Mar 2016,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,9,9,9,9,9,9,9
Reserves,498,669,746,753,758,925,1128,1128,1274,1451
Borrowings,408,573,444,433,139,223,163,175,262,352
  └─ Long term Borrowings,57,134,137,101,59,37,9,1,33,23
  └─ Short term Borrowings,308,414,275,247,20,175,140,163,202,298
  └─ Lease Liabilities,0,0,0,49,25,11,13,11,27,32
  └─ Other Borrowings,43,25,32,36,36,0,0,0,0,
Other Liabilities,280,302,303,308,304,356,337,290,343,379
  └─ Trade Payables,177,181,176,182,176,213,192,165,197,227
  └─ Advance from Customers,4,3,1,19,27,25,27,20,33,
  └─ Other liability items,99,117,127,108,101,118,118,106,113,152
Total Liabilities,1196,1553,1502,1503,1210,1513,1637,1602,1888,2191
Fixed Assets,414,443,523,552,490,501,480,477,591,593
  └─ Land,20.15,36.39,36.39,37.19,36.99,36.99,36.99,36.98,57.74,
  └─ Building,197.10,198.39,237.30,313.43,290.60,300.51,308.34,326.36,355.30,
  └─ Plant Machinery,386.40,243.35,330.32,339.73,353.12,392.09,382.66,392.89,473.07,
  └─ Furniture n fittings,65.52,51.44,62.95,68.85,68.84,68.68,67.37,71.99,89.02,
  └─ Vehicles,9.72,9.18,9.36,10.64,10.39,15.01,17.06,20.06,25.91,
  └─ Intangible Assets,39.60,25.27,25.27,25.27,24.52,24.52,24.52,24.52,24.52,2.27
  └─ Other fixed assets,13.27,21.77,23.15,29.53,30.95,28.76,27.46,26.43,21.46,
  └─ Gross Block,731.76,585.79,724.74,824.64,815.41,866.56,864.40,899.23,1047.02,
  └─ Accumulated Depreciation,317.49,142.99,201.65,272.99,325.49,365.77,384.64,422.42,456.39,
CWIP,5,93,8,4,3,2,5,19,3,14
Investments,6,25,17,17,37,38,124,30,207,273
Other Assets,770,993,954,931,681,972,1027,1077,1088,1311
  └─ Inventories,331,431,422,430,255,405,424,468,432,534
  └─ Trade receivables,364,422,393,340,260,386,427,468,520,647
  └─ Cash Equivalents,6,24,9,5,6,6,6,9,6,8
  └─ Loans n Advances,15,23,29,36,42,40,36,30,39,33
  └─ Other asset items,55,94,102,119,117,135,134,102,90,89
Total Assets,1196,1553,1502,1503,1210,1513,1637,1602,1888,2191
