Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.26,0.26,11.21,11.21
Reserves,4.43,8.96,50.59,52.79
Borrowings,4.10,5.95,4.99,16.01
  └─ Long term Borrowings,0.00,0.59,0.44,0.27
  └─ Short term Borrowings,4.10,5.36,4.55,15.74
Other Liabilities,19.09,24.79,35.45,18.20
  └─ Non controlling int,0.75,1.41,1.45,1.27
  └─ Trade Payables,14.78,20.22,29.48,12.54
  └─ Advance from Customers,1.42,0.37,0.77,
  └─ Other liability items,2.14,2.79,3.75,4.39
Total Liabilities,27.88,39.96,102.24,98.21
Fixed Assets,3.14,4.07,3.70,13.18
  └─ Building,0.19,0.19,0.19,
  └─ Plant Machinery,3.78,5.34,5.81,
  └─ Equipments,0.02,0.02,0.07,
  └─ Computers,0.17,0.30,0.33,
  └─ Furniture n fittings,0.02,0.02,0.02,
  └─ Intangible Assets,0.00,0.00,0.00,0.02
  └─ Other fixed assets,0.00,-0.01,0.00,
  └─ Gross Block,4.18,5.86,6.42,
  └─ Accumulated Depreciation,1.04,1.79,2.72,
CWIP,0.00,0.00,0.00,0.00
Investments,0.07,0.08,0.08,0.10
Other Assets,24.67,35.81,98.46,84.93
  └─ Inventories,5.97,10.95,17.15,15.39
  └─ Trade receivables,14.91,20.62,36.94,21.44
    └─ Receivables over 6m,0.72,2.51,13.40,
    └─ Receivables under 6m,14.19,18.12,23.54,
  └─ Cash Equivalents,1.21,1.14,35.99,24.62
  └─ Loans n Advances,0.14,1.48,3.55,6.28
  └─ Other asset items,2.44,1.62,4.83,17.20
Total Assets,27.88,39.96,102.24,98.21
