Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.98,10,13
Reserves,3,6,33
Borrowings,14,17,18
  └─ Long term Borrowings,6.07,10.93,2.14
  └─ Short term Borrowings,7.49,6.40,15.45
  └─ Other Borrowings,0.07,0.05,
Other Liabilities,7,6,6
  └─ Trade Payables,3.12,2.61,3.03
  └─ Advance from Customers,1.61,0.27,
  └─ Other liability items,1.84,2.86,3.17
Total Liabilities,24,38,70
Fixed Assets,4,4,4
  └─ Building,1.18,1.21,
  └─ Plant Machinery,2.70,3.42,
  └─ Equipments,0.16,0.27,
  └─ Computers,0.07,0.07,
  └─ Furniture n fittings,0.79,0.80,
  └─ Vehicles,0.71,0.71,
  └─ Intangible Assets,0.09,0.09,0.10
  └─ Other fixed assets,0.00,0.01,
  └─ Gross Block,5.70,6.58,
  └─ Accumulated Depreciation,2.03,2.38,
CWIP,0,0,1
Investments,1,4,4
Other Assets,20,30,61
  └─ Inventories,2.53,5.95,10.61
  └─ Trade receivables,10.53,14.08,24.29
    └─ Receivables over 6m,1.37,3.62,
    └─ Receivables under 6m,9.15,10.46,
  └─ Cash Equivalents,1.80,4.93,15.08
  └─ Loans n Advances,3.80,3.02,8.73
  └─ Other asset items,0.87,1.79,2.12
Total Assets,24,38,70
