Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,32,32,32,29,29,29,29,27,27,27,26,26
Reserves,406,425,503,432,480,532,643,467,584,751,788,881
Borrowings,0,1,0,0,0,6,6,2,6,5,2,9
  └─ Short term Borrowings,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,6.32,6.30,2.33,6.26,4.59,2.00,8.55
Other Liabilities,118,123,131,184,177,196,206,241,257,332,337,350
  └─ Trade Payables,26,28,35,54,12,15,13,14,12,16,13,18
  └─ Advance from Customers,31,36,34,62,50,67,69,58,83,88,62,
  └─ Other liability items,61,58,61,68,115,114,124,169,162,228,262,332
Total Liabilities,556,581,665,645,685,763,885,737,874,1114,1153,1266
Fixed Assets,58,54,48,48,47,57,50,59,50,59,61,89
  └─ Land,19.12,19.12,17.12,21.78,21.78,5.62,5.55,5.47,5.47,5.39,5.25,
  └─ Building,29.51,29.56,19.86,15.48,15.75,23.25,23.06,19.09,25.94,31.08,26.58,
  └─ Plant Machinery,19.50,20.55,2.42,2.84,3.45,5.32,6.23,6.97,7.15,9.69,10.24,
  └─ Computers,68.57,74.10,14.33,19.64,25.67,33.91,35.63,58.53,59.91,65.34,79.76,
  └─ Furniture n fittings,5.19,5.35,0.14,1.00,1.86,1.87,2.05,2.17,2.17,2.61,3.76,
  └─ Vehicles,2.44,2.30,2.14,2.47,3.27,4.51,3.43,3.21,4.42,3.53,2.43,
  └─ Intangible Assets,0.00,3.17,3.17,3.17,0.67,0.00,0.00,0.00,0.00,0.00,0.00,2.95
  └─ Other fixed assets,0.01,0.01,0.00,0.00,0.00,15.28,15.29,15.28,15.28,15.28,15.28,
  └─ Gross Block,144.34,154.16,59.18,66.38,72.45,89.76,91.24,110.72,120.34,132.92,143.30,
  └─ Accumulated Depreciation,86.18,99.68,11.22,18.04,25.26,33.02,41.36,51.89,69.85,74.40,82.26,
CWIP,1,1,0,0,0,0,1,0,1,1,0,0
Investments,170,245,441,387,424,475,635,480,525,649,641,644
Other Assets,328,281,176,210,214,231,200,198,298,406,451,533
  └─ Trade receivables,85,86,61,79,71,90,86,83,175,166,137,121
  └─ Cash Equivalents,181,113,62,70,83,88,45,56,51,74,123,123
  └─ Loans n Advances,10,8,16,22,9,4,4,6,14,19,22,223
  └─ Other asset items,53,74,37,40,51,48,65,53,58,147,169,66
Total Assets,556,581,665,645,685,763,885,737,874,1114,1153,1266
