Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,8,8,8,10
Reserves,22,24,25,28,57
Borrowings,10,10,13,15,16
  └─ Long term Borrowings,1.13,0.97,0.39,0.00,0.00
  └─ Short term Borrowings,8.89,9.12,13.05,15.30,15.81
  └─ Other Borrowings,0.00,-0.01,0.00,0.00,
Other Liabilities,25,21,14,17,14
  └─ Trade Payables,23.67,18.63,11.65,15.44,12.88
  └─ Advance from Customers,0.00,1.85,1.60,1.15,
  └─ Other liability items,1.72,0.43,0.78,0.70,1.43
Total Liabilities,65,63,61,68,97
Fixed Assets,2,4,5,5,5
  └─ Building,0.74,3.75,3.84,3.86,
  └─ Plant Machinery,1.70,2.05,2.31,3.13,
  └─ Equipments,0.14,0.14,0.14,0.16,
  └─ Computers,0.02,0.02,0.03,0.03,
  └─ Furniture n fittings,0.27,0.27,0.29,0.30,
  └─ Vehicles,0.43,0.43,0.43,0.43,
  └─ Other fixed assets,0.00,0.01,0.01,0.00,
  └─ Gross Block,3.30,6.67,7.05,7.91,
  └─ Accumulated Depreciation,1.62,2.18,2.46,2.76,
CWIP,3,0,1,0,0
Investments,0,0,0,0,0
Other Assets,61,59,55,63,92
  └─ Inventories,17.46,18.98,23.19,31.56,36.60
  └─ Trade receivables,38.10,36.77,23.48,25.55,33.63
    └─ Receivables over 6m,17.03,0.00,9.02,9.44,
    └─ Receivables under 6m,21.07,36.77,14.46,16.10,
  └─ Cash Equivalents,0.04,0.05,0.02,0.07,16.46
  └─ Loans n Advances,0.08,0.22,4.22,1.19,0.62
  └─ Other asset items,4.87,2.50,4.54,4.71,4.57
Total Assets,65,63,61,68,97
