Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,20,20,20,20,23,23,23,23,23,23,23
Reserves,734,843,916,1035,1326,1555,1709,1884,1418,1702,1571
Borrowings,899,647,723,1590,1084,548,91,101,215,243,159
  └─ Long term Borrowings,96,17,11,213,80,26,12,0,0,0,0
  └─ Short term Borrowings,725,529,706,1373,662,445,33,0,0,0,0
  └─ Lease Liabilities,0,0,0,0,99,39,46,101,215,243,159
  └─ Other Borrowings,78,101,5,5,243,38,-0,0,0,0,
Other Liabilities,1305,1569,1806,2533,2135,2142,2169,2985,2177,2251,2507
  └─ Non controlling int,0,0,0,0,0,0,-26,0,0,0,0
  └─ Trade Payables,560,636,854,1104,910,960,1235,1796,1842,1913,467
  └─ Advance from Customers,179,174,112,0,0,0,0,0,0,0,
  └─ Other liability items,566,759,839,1429,1225,1182,960,1189,335,338,2040
Total Liabilities,2957,3078,3466,5179,4567,4268,3992,4993,3833,4219,4260
Fixed Assets,276,310,316,393,469,531,754,770,916,950,909
  └─ Land,49,49,49,71,71,71,65,65,62,46,
  └─ Building,135,155,158,166,290,240,267,290,417,447,
  └─ Plant Machinery,56,68,76,94,92,101,128,97,105,110,
  └─ Equipments,19,25,34,16,17,17,18,16,19,24,
  └─ Computers,26,45,55,71,80,81,85,87,71,51,
  └─ Furniture n fittings,13,18,22,24,29,33,41,38,42,46,
  └─ Vehicles,4,5,6,9,10,10,8,4,4,4,
  └─ Intangible Assets,0,0,0,44,46,46,210,210,210,210,329
  └─ Other fixed assets,0,0,4,37,43,181,209,249,310,423,
  └─ Gross Block,304,366,405,532,678,780,1031,1056,1240,1360,
  └─ Accumulated Depreciation,27,56,89,139,209,249,277,286,324,410,
CWIP,21,8,6,9,11,18,44,42,63,13,1
Investments,77,72,8,11,13,5,5,47,35,233,402
Other Assets,2583,2688,3136,4766,4075,3714,3189,4134,2819,3023,2948
  └─ Inventories,507,571,579,830,699,986,998,976,757,717,534
  └─ Trade receivables,1412,1342,1749,2624,2049,1512,1140,1111,1163,1286,1141
    └─ Receivables over 6m,0,0,0,0,0,0,0,194,174,107,
    └─ Receivables under 6m,1412,1494,1916,2772,2181,1635,1245,980,1069,1231,
    └─ Prov for Doubtful,0,-152,-167,-148,-132,-122,-106,-62,-79,-51,
  └─ Cash Equivalents,56,65,26,16,105,62,143,370,275,121,258
  └─ Loans n Advances,10,25,62,68,90,0,0,2,0,0,396
  └─ Other asset items,598,685,721,1227,1132,1154,909,1675,624,899,619
Total Assets,2957,3078,3466,5179,4567,4268,3992,4993,3833,4219,4260
