Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,29,36,36,36,36,36,36,36,40,40
Reserves,61,76,265,333,418,500,651,765,879,1169,1224
Borrowings,47,75,30,31,80,84,100,145,455,272,330
  └─ Long term Borrowings,1,3,2,0,4,3,17,38,42,18,23
  └─ Short term Borrowings,45,72,26,29,73,81,82,107,413,253,294
  └─ Lease Liabilities,0,0,0,0,0,0,0,0,0,0,13
  └─ Other Borrowings,1,-0,2,1,3,0,0,0,0,0,0
Other Liabilities,142,148,268,335,429,372,484,819,667,873,1495
  └─ Non controlling int,0,1,1,1,1,0,0,0,0,0,0
  └─ Trade Payables,82,74,127,159,217,257,258,368,420,418,465
  └─ Advance from Customers,16,49,120,140,189,49,138,276,167,382,870
  └─ Other liability items,43,25,20,35,23,66,88,175,80,73,159
Total Liabilities,253,328,600,735,963,991,1270,1765,2037,2353,3089
Fixed Assets,54,52,78,103,108,116,207,240,322,307,413
  └─ Land,19,18,10,10,10,30,30,30,30,31,37
  └─ Building,1,1,9,9,9,9,65,65,95,96,87
  └─ Plant Machinery,44,49,79,119,141,150,205,269,372,397,546
  └─ Equipments,1,1,1,2,2,2,2,3,3,3,4
  └─ Computers,1,1,1,2,3,3,4,6,6,7,9
  └─ Furniture n fittings,1,1,2,2,3,2,3,7,15,24,40
  └─ Vehicles,10,12,17,23,29,31,34,34,35,37,40
  └─ Intangible Assets,0,0,0,0,0,0,0,0,0,0,0
  └─ Other fixed assets,1,2,2,2,3,2,3,3,3,4,4
  └─ Gross Block,78,84,121,169,200,229,345,416,559,599,769
  └─ Accumulated Depreciation,25,32,43,65,92,113,138,177,237,292,356
CWIP,-0,-0,2,-0,-0,42,-0,18,3,3,1
Investments,14,18,16,1,1,1,1,1,1,1,1
Other Assets,185,258,504,631,854,833,1062,1507,1711,2042,2674
  └─ Inventories,10,4,34,75,97,89,82,153,318,324,348
  └─ Trade receivables,20,58,123,148,235,227,311,434,342,530,928
    └─ Receivables over 6m,1,0,0,0,0,0,53,57,63,100,170
    └─ Receivables under 6m,20,58,124,149,237,228,263,383,291,452,794
    └─ Prov for Doubtful,0,0,-0,-1,-2,-2,-5,-7,-12,-22,-36
  └─ Cash Equivalents,112,107,228,222,197,229,196,242,227,208,416
  └─ Loans n Advances,8,7,8,30,25,25,83,130,90,94,117
  └─ Other asset items,34,82,111,156,301,263,390,548,734,886,866
Total Assets,253,328,600,735,963,991,1270,1765,2037,2353,3089
