Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6.48,6.48,6.48,8.88,8.88,8.88
Reserves,2.22,3.01,5.27,25.66,27.41,31.33
Borrowings,16.76,10.38,9.72,5.49,17.20,31.71
  └─ Long term Borrowings,10.32,2.47,9.72,5.49,17.20,26.74
  └─ Short term Borrowings,6.44,7.91,0.00,0.00,0.00,4.97
Other Liabilities,29.33,29.34,7.07,49.80,48.29,40.56
  └─ Non controlling int,0.00,0.00,0.16,3.93,4.94,7.47
  └─ Trade Payables,3.63,6.73,6.03,43.37,40.81,29.24
  └─ Advance from Customers,25.38,22.12,0.00,0.00,0.00,
  └─ Other liability items,0.32,0.49,0.88,2.50,2.54,3.85
Total Liabilities,54.79,49.21,28.54,89.83,101.78,112.48
Fixed Assets,0.04,0.06,0.03,0.05,0.22,9.66
  └─ Plant Machinery,0.03,0.03,0.02,0.02,0.09,
  └─ Equipments,0.01,0.02,0.08,0.12,0.13,
  └─ Computers,0.06,0.06,0.06,0.06,0.07,
  └─ Furniture n fittings,0.02,0.04,0.00,0.00,0.01,
  └─ Vehicles,0.00,0.00,0.00,0.00,0.09,
  └─ Other fixed assets,0.00,0.01,0.00,0.00,0.01,
  └─ Gross Block,0.12,0.16,0.16,0.20,0.40,
  └─ Accumulated Depreciation,0.08,0.10,0.13,0.14,0.18,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00
Investments,4.09,4.26,4.40,0.52,0.46,0.47
Other Assets,50.66,44.89,24.11,89.26,101.10,102.35
  └─ Inventories,22,20,11,59,74,62
  └─ Trade receivables,22,23,9,7,21,31
  └─ Cash Equivalents,4,1,1,21,4,5
  └─ Loans n Advances,0,1,0,0,0,3
  └─ Other asset items,2,-0,3,2,2,1
Total Assets,54.79,49.21,28.54,89.83,101.78,112.48
