Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.37,0.37,0.37,0.37,61,61,61
Reserves,240,233,247,337,754,942,1159
Borrowings,58,134,123,140,172,212,141
  └─ Long term Borrowings,4,3,3,15,84,106,38
  └─ Short term Borrowings,53,94,82,85,32,48,52
  └─ Lease Liabilities,0,36,38,40,56,59,52
  └─ Other Borrowings,2,-0,0,-0,-0,-0,
Other Liabilities,101,90,127,163,204,297,351
  └─ Non controlling int,5,8,11,18,28,80,82
  └─ Trade Payables,66,57,81,87,90,109,125
  └─ Advance from Customers,5,3,5,16,17,19,
  └─ Other liability items,25,23,30,41,69,89,143
Total Liabilities,400,458,497,640,1190,1511,1712
Fixed Assets,196,229,227,320,498,690,793
  └─ Land,15,15,15,85,92,106,
  └─ Building,63,95,104,117,174,231,
  └─ Plant Machinery,194,141,162,211,312,445,
  └─ Equipments,2,1,2,2,2,3,
  └─ Computers,1,1,1,1,1,2,
  └─ Furniture n fittings,16,6,11,12,20,24,
  └─ Vehicles,2,1,1,1,2,3,
  └─ Intangible Assets,7,4,4,4,64,119,112
  └─ Other fixed assets,3,0,0,0,0,1,
  └─ Gross Block,302,263,300,433,668,934,
  └─ Accumulated Depreciation,106,34,73,113,170,244,
CWIP,1,3,4,7,25,60,162
Investments,0,0,0,2,1,1,2
Other Assets,203,226,267,311,665,759,756
  └─ Inventories,128,121,159,185,225,294,377
  └─ Trade receivables,36,42,49,36,65,134,164
  └─ Cash Equivalents,4,29,16,42,306,225,62
  └─ Loans n Advances,6,8,9,14,8,21,29
  └─ Other asset items,29,26,33,35,61,85,124
Total Assets,400,458,497,640,1190,1511,1712
