Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,35,35,35,35,37,37,37,37,37,37,37,37,
Reserves,338,312,46,-33,-384,-571,-546,-550,-555,-559,-201,-131,
Borrowings,918,976,946,838,764,791,794,710,707,701,277,147,
  └─ Long term Borrowings,19,22,20,16,15,20,4,3,64,64,75,103,
  └─ Short term Borrowings,888,946,927,820,748,770,789,707,643,636,202,44,
  └─ Other Borrowings,11,8,0,3,1,2,1,0,0,1,0,,
Other Liabilities,333,153,181,225,104,88,71,18,23,47,96,39,
  └─ Trade Payables,57.51,94.52,119.21,169.00,65.24,48.08,31.73,8.33,7.84,16.30,10.65,31.59,
  └─ Advance from Customers,253.28,27.15,35.37,30.78,15.69,17.63,18.95,4.27,5.71,1.34,0.75,,
  └─ Other liability items,21.87,31.06,26.21,25.24,22.60,22.45,20.13,5.85,9.73,29.68,84.56,6.98,
Total Liabilities,1624,1476,1208,1065,521,345,356,215,213,226,209,92,
Fixed Assets,124,126,257,261,246,190,179,165,159,158,154,43,
  └─ Land,9.41,14.55,111.84,111.86,105.47,105.47,105.47,105.47,105.47,105.47,104.02,,
  └─ Building,86.06,88.47,137.52,151.63,158.11,113.84,113.85,113.87,114.35,114.94,115.03,,
  └─ Plant Machinery,137.50,136.16,130.43,137.42,136.95,137.72,139.51,109.40,109.51,114.07,117.26,,
  └─ Equipments,0.00,0.00,0.00,0.00,0.00,0.00,2.82,6.00,6.07,6.24,6.37,,
  └─ Computers,2.35,2.02,2.26,2.75,2.82,2.71,0.00,0.00,0.00,0.00,0.00,,
  └─ Furniture n fittings,8.14,6.62,5.68,6.10,6.05,6.14,6.36,3.38,3.38,3.42,3.49,,
  └─ Vehicles,13.19,13.40,13.59,13.14,11.86,10.14,8.76,8.72,8.72,8.64,5.51,,
  └─ Intangible Assets,0.00,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other fixed assets,1.57,1.60,1.66,1.68,1.68,0.02,0.01,0.02,0.03,0.00,0.00,,
  └─ Gross Block,258.22,263.38,403.54,424.58,422.94,376.04,376.78,346.86,347.53,352.78,351.68,,
  └─ Accumulated Depreciation,134.59,137.74,146.54,163.86,177.18,186.15,197.98,181.73,188.44,194.66,197.64,,
CWIP,1,0,3,0,0,0,0,0,0,0,0,0,
Investments,44,43,10,0,0,0,0,0,0,0,0,0,
Other Assets,1456,1307,938,804,275,155,177,50,54,68,55,49,
  └─ Inventories,1155.03,1047.08,655.10,549.53,23.36,25.06,37.43,7.09,7.48,11.58,7.10,6.65,
  └─ Trade receivables,169.47,150.43,110.34,88.91,211.79,91.19,84.36,11.26,12.42,14.36,17.77,32.08,
    └─ Receivables over 6m,58.05,32.57,2.64,5.35,115.20,82.59,21.90,1.17,3.77,4.20,3.42,,78.55
    └─ Receivables under 6m,111.42,117.86,107.70,83.56,181.61,62.07,62.46,10.09,8.66,10.17,14.35,,197.31
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,-85.02,-53.47,0.00,0.00,0.00,0.00,0.00,,0.00
  └─ Cash Equivalents,23.04,12.85,22.33,11.47,3.59,4.30,1.53,1.43,1.80,0.45,1.16,0.67,
  └─ Loans n Advances,43.49,31.02,28.79,26.90,28.81,19.09,29.98,18.08,18.95,19.01,14.44,-0.00,
  └─ Other asset items,65.11,65.76,121.45,127.33,7.53,15.76,23.47,12.25,13.30,22.30,14.91,9.79,
Total Assets,1624,1476,1208,1065,521,345,356,215,213,226,209,92,
