Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,2,5,5,5,5,11,11,11,11
Reserves,860,124,938,926,989,1065,1068,1099,1072,1078
Borrowings,37,17,25,29,24,10,73,194,579,959
  └─ Long term Borrowings,0,1,2,1,0,0,47,119,349,380
  └─ Short term Borrowings,35,15,23,26,24,10,26,65,218,519
  └─ Lease Liabilities,0,0,0,0,0,0,0,10,12,61
  └─ Other Borrowings,2,0,1,1,0,0,0,0,0,
Other Liabilities,77,869,90,113,131,159,151,166,355,463
  └─ Trade Payables,4,8,7,10,7,11,9,17,80,197
  └─ Advance from Customers,3,2,2,7,9,10,6,8,75,
  └─ Other liability items,69,858,81,96,114,138,135,141,200,266
Total Liabilities,975,1011,1059,1073,1149,1240,1303,1470,2018,2511
Fixed Assets,684,659,639,661,709,709,691,893,1115,1261
  └─ Land,210,210,210,243,278,278,278,287,290,
  └─ Building,54,54,57,64,87,107,107,303,371,
  └─ Plant Machinery,43,49,57,67,75,84,98,121,301,
  └─ Equipments,1,1,1,1,1,1,1,1,1,
  └─ Furniture n fittings,5,6,6,6,6,11,12,24,45,
  └─ Vehicles,2,3,3,5,5,5,6,6,7,
  └─ Intangible Assets,400,400,400,400,415,415,415,415,415,199
  └─ Other fixed assets,0,1,1,1,1,1,1,1,1,
  └─ Gross Block,716,723,734,787,867,902,918,1158,1430,
  └─ Accumulated Depreciation,31,64,95,126,158,192,227,265,315,
CWIP,2,5,6,12,17,60,202,118,85,62
Investments,117,150,178,117,112,130,139,142,113,114
Other Assets,172,198,235,283,311,341,272,317,705,1073
  └─ Inventories,80,87,95,116,152,141,148,154,308,502
  └─ Trade receivables,21,24,34,29,31,30,38,41,132,298
  └─ Cash Equivalents,3,11,10,39,31,69,30,33,25,16
  └─ Loans n Advances,32,34,37,45,70,62,20,18,93,44
  └─ Other asset items,37,40,59,55,27,39,36,71,147,213
Total Assets,975,1011,1059,1073,1149,1240,1303,1470,2018,2511
