Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Equity Capital,4,4,4,9,25,26
Reserves,27,31,37,50,134,208
Borrowings,30,16,36,36,83,65
  └─ Long term Borrowings,12.88,11.52,26.31,24.43,35.91,32.09
  └─ Short term Borrowings,14.32,3.21,8.59,11.83,46.65,32.91
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.28
  └─ Preference Capital,0.86,0.86,0.86,0.00,0.00,0.00
  └─ Other Borrowings,1.92,0.00,0.00,0.00,0.00,
Other Liabilities,19,45,42,25,61,68
  └─ Trade Payables,6.96,4.76,5.66,13.74,21.14,26.62
  └─ Advance from Customers,2.88,26.34,19.16,1.71,1.55,
  └─ Other liability items,9.19,14.39,17.22,9.82,38.49,40.88
Total Liabilities,80,96,118,121,302,367
Fixed Assets,20,21,42,47,145,174
  └─ Land,9.66,11.05,10.77,12.44,48.84,
  └─ Building,2.64,2.64,4.89,5.53,6.93,
  └─ Plant Machinery,16.51,17.93,34.09,41.87,53.50,
  └─ Equipments,0.02,0.05,0.09,0.13,0.20,
  └─ Computers,0.12,0.13,0.20,0.25,0.37,
  └─ Furniture n fittings,0.05,0.07,0.14,0.26,0.50,
  └─ Vehicles,0.89,0.93,5.31,6.13,9.43,
  └─ Other fixed assets,0.00,0.00,-0.01,0.00,57.17,
  └─ Gross Block,29.89,32.80,55.48,66.61,176.94,
  └─ Accumulated Depreciation,9.56,11.38,13.63,19.69,31.86,
CWIP,0,0,2,1,1,0
Investments,33,23,7,5,2,12
Other Assets,26,51,68,69,154,181
  └─ Inventories,0,3,0,4,4,1
  └─ Trade receivables,9,6,9,17,44,54
  └─ Cash Equivalents,1,2,2,3,11,30
  └─ Loans n Advances,1,29,29,33,10,6
  └─ Other asset items,15,12,28,12,85,90
Total Assets,80,96,118,121,302,367
