Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10.86,10.86,21.72
Reserves,2.33,11.10,5.54
Borrowings,2.34,3.29,22.45
  └─ Long term Borrowings,0.00,0.00,1.30
  └─ Short term Borrowings,0.00,0.00,21.15
  └─ Other Borrowings,2.34,3.29,
Other Liabilities,5.76,9.82,8.01
  └─ Non controlling int,4.09,-11.97,-0.37
  └─ Trade Payables,0.93,7.17,1.74
  └─ Advance from Customers,0.00,4.57,
  └─ Other liability items,0.74,10.05,6.64
Total Liabilities,21.29,35.07,57.72
Fixed Assets,0.11,0.97,1.57
  └─ Equipments,0.01,0.01,
  └─ Computers,0.07,0.10,
  └─ Furniture n fittings,0.02,0.10,
  └─ Vehicles,0.24,1.05,
  └─ Intangible Assets,0.00,0.00,0.01
  └─ Other fixed assets,0.01,0.04,
  └─ Gross Block,0.35,1.30,
  └─ Accumulated Depreciation,0.24,0.33,
CWIP,0.00,0.00,0.00
Investments,0.00,0.48,0.52
Other Assets,21.18,33.62,55.63
  └─ Inventories,15.74,21.91,34.30
  └─ Trade receivables,1.73,7.12,7.20
  └─ Cash Equivalents,0.63,0.93,5.26
  └─ Loans n Advances,2.83,2.79,8.24
  └─ Other asset items,0.25,0.87,0.63
Total Assets,21.29,35.07,57.72
