Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,196,197,197,191,375,375,370,366,366,362,362,362
Reserves,50439,70875,86017,84937,89071,83751,86063,88773,90058,90127,94394,106878
Borrowings,358,245,289,247,62,8174,7795,7818,7688,8021,9392,11283
  └─ Long term Borrowings,114,83,71,54,44,0,0,0,0,0,0,0
  └─ Short term Borrowings,186,113,200,181,0,0,0,0,0,0,0,0
  └─ Lease Liabilities,0,0,0,0,44,8174,7795,7818,7688,8021,9392,11283
  └─ Other Borrowings,58,49,18,12,-26,0,0,0,0,0,0,0
Other Liabilities,22325,16974,15830,19751,24393,27827,35764,43967,44747,46962,54501,62644
  └─ Non controlling int,1128,355,366,402,453,623,675,707,782,830,1015,1238
  └─ Trade Payables,8831,7541,4905,5094,6292,6740,7860,8045,10515,9981,13909,14808
  └─ Advance from Customers,131,164,330,796,575,345,312,468,543,1841,1896,694
  └─ Other liability items,12236,8914,10229,13459,17073,20119,26917,34747,32907,34310,37681,45904
Total Liabilities,73318,88291,102333,105126,113901,120127,129992,140924,142859,145472,158649,181167
Fixed Assets,11638,11774,11701,11973,12290,20928,21021,21298,20515,19604,23053,31343
  └─ Land,565,348,348,348,345,1041,1041,1126,1304,1294,2873,2873
  └─ Building,6508,7959,8681,9359,9832,18645,18524,17007,18635,19314,19681,21834
  └─ Plant Machinery,127,322,395,501,552,681,737,770,828,878,993,1039
  └─ Equipments,1769,2004,2112,2221,2377,2522,2587,2693,2823,2982,3166,3390
  └─ Computers,5073,5591,6082,6786,7687,8824,10873,12301,13725,14544,15123,16159
  └─ Furniture n fittings,2554,3052,3241,3471,3690,3925,3943,3968,4130,4346,4628,4840
  └─ Vehicles,28,32,32,34,39,68,86,71,93,97,88,100
  └─ Intangible Assets,2785,2192,2016,2194,1956,2158,2538,3484,3750,3836,4865,10284
  └─ Other fixed assets,0,86,81,89,115,120,122,121,126,127,129,228
  └─ Gross Block,19409,21586,22988,25003,26593,37984,40451,41541,45414,47418,51546,60747
  └─ Accumulated Depreciation,7771,9812,11287,13030,14303,17056,19430,20243,24899,27814,28493,29404
CWIP,2766,1670,1541,1278,963,906,926,1205,1234,1564,1546,2665
Investments,1662,22822,41980,36008,29330,26356,29373,30485,37163,31762,30964,33988
Other Assets,57252,52025,47111,55867,71318,71937,78672,87936,83947,92542,103086,113171
  └─ Inventories,16,16,21,26,10,5,8,20,28,28,21,29
  └─ Trade receivables,20438,24073,22617,24943,27346,30532,30079,41810,49954,53577,59046,67714
    └─ Receivables over 6m,1893,0,0,0,0,0,0,9567,8905,1840,4094,6210
    └─ Receivables under 6m,18993,24647,22974,25407,27892,31087,30636,32708,41587,52289,55557,62141
    └─ Prov for Doubtful,-448,-574,-357,-464,-546,-555,-557,-465,-538,-552,-605,-637
  └─ Cash Equivalents,18556,6788,4149,7161,12848,9666,9329,18221,11032,13286,15463,12908
  └─ Loans n Advances,2028,3010,2063,1696,3012,1967,5107,3600,2097,3989,4612,6433
  └─ Other asset items,16214,18138,18261,22041,28102,29767,34149,24285,20836,21662,23944,26087
Total Assets,73318,88291,102333,105126,113901,120127,129992,140924,142859,145472,158649,181167
