Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,1,1,1,1,1,1,1,1,1
Reserves,24,24,31,46,66,78,87,101,119,134,145,156
Borrowings,4,3,7,1,0,26,24,23,127,87,81,91
  └─ Long term Borrowings,2,0,0,0,0,4,4,3,48,2,2,15
  └─ Short term Borrowings,3,3,6,0,0,4,3,5,57,63,46,55
  └─ Lease Liabilities,0,0,0,0,0,16,15,15,22,23,33,21
  └─ Other Borrowings,0,0,1,0,0,2,2,0,0,0,0,
Other Liabilities,23,34,25,29,34,42,40,41,92,93,89,137
  └─ Trade Payables,7,11,11,14,17,21,17,18,36,22,25,41
  └─ Advance from Customers,0,0,0,0,0,0,0,0,0,0,0,
  └─ Other liability items,16,23,14,15,17,21,24,23,56,71,64,96
Total Liabilities,52,63,64,77,102,147,152,166,339,315,315,385
Fixed Assets,5,6,4,4,5,30,28,27,49,52,67,87
  └─ Building,0.08,0.08,0.00,0.00,0.00,0.00,18.56,18.56,29.02,32.39,46.90,
  └─ Plant Machinery,1.85,1.92,0.00,0.00,0.00,0.00,0.45,0.45,4.46,4.24,4.47,
  └─ Equipments,2.16,3.28,0.08,0.11,0.15,0.27,0.32,0.62,0.64,0.75,0.80,
  └─ Computers,1.16,1.43,0.28,0.55,0.85,1.65,1.83,1.95,2.81,2.88,3.22,
  └─ Furniture n fittings,1.21,2.45,3.21,1.78,2.74,9.05,9.48,11.92,13.93,19.91,26.68,
  └─ Vehicles,0.52,0.48,1.00,1.23,1.23,2.30,2.53,1.82,5.10,5.08,5.98,
  └─ Intangible Assets,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,10.10,10.10,10.10,10.41
  └─ Other fixed assets,0.02,0.02,0.27,1.84,2.76,22.35,6.05,6.77,9.47,9.89,10.88,
  └─ Gross Block,11.17,13.83,4.84,5.51,7.73,35.62,39.22,42.09,75.53,85.24,109.03,
  └─ Accumulated Depreciation,6.08,7.45,0.86,1.69,2.65,5.67,10.73,15.09,26.31,33.33,42.04,
CWIP,0,0,0,0,0,0,0,0,0,0,0,2
Investments,0,0,13,22,33,41,49,57,12,14,14,15
Other Assets,47,57,47,52,64,76,75,83,278,250,234,280
  └─ Inventories,2,1,1,1,1,3,2,2,4,3,3,4
  └─ Trade receivables,31,37,33,33,38,39,36,37,84,92,85,112
    └─ Receivables over 6m,0,4,0,0,0,0,0,4,11,12,13,
    └─ Receivables under 6m,30,32,33,34,38,40,37,34,78,85,76,
    └─ Prov for Doubtful,0,0,0,-0,-1,-1,-1,-1,-5,-5,-4,
  └─ Cash Equivalents,5,6,2,9,16,20,22,26,151,111,99,112
  └─ Loans n Advances,1,1,1,1,2,2,1,1,7,14,13,16
  └─ Other asset items,9,12,10,8,8,13,13,17,32,30,34,37
Total Assets,52,63,64,77,102,147,152,166,339,315,315,385
