Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,18,18,18,18,24,25,26,26,26
Reserves,1,44,49,45,44,49,38,40,42,37
Borrowings,0,50,54,63,69,69,87,59,70,72
  └─ Long term Borrowings,0.00,26.11,22.30,35.52,40.90,41.10,51.73,30.15,25.76,29.51
  └─ Short term Borrowings,0.00,21.23,29.93,25.24,27.79,27.39,34.82,27.16,43.30,41.76
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.53,0.60,0.42,1.54,1.01,0.36
  └─ Other Borrowings,0.00,2.72,2.20,2.70,0.01,0.00,0.01,0.01,-0.01,
Other Liabilities,1,29,23,13,16,10,14,16,15,17
  └─ Non controlling int,0.00,-0.03,-0.03,-0.04,-0.04,-0.04,2.19,1.36,1.59,1.81
  └─ Trade Payables,0.54,21.00,13.14,5.18,8.42,5.08,4.29,8.00,8.23,10.70
  └─ Other liability items,0.05,7.61,9.58,7.91,7.49,5.16,8.00,6.39,5.60,4.75
Total Liabilities,5,140,144,139,147,152,164,140,153,152
Fixed Assets,0,48,48,48,48,47,63,39,40,39
  └─ Building,0.00,21.10,21.49,21.77,22.25,22.63,48.01,28.65,29.48,
  └─ Equipments,0.00,1.07,1.02,0.56,0.23,0.31,0.55,0.62,0.58,
  └─ Computers,0.00,0.89,0.88,0.52,0.15,0.24,0.51,0.59,0.56,
  └─ Furniture n fittings,0.00,3.74,3.56,3.24,2.91,3.01,3.70,1.24,1.16,
  └─ Vehicles,0.00,4.77,5.52,5.54,3.93,3.86,5.92,6.17,7.22,
  └─ Intangible Assets,0.00,25.14,25.12,25.50,25.50,25.50,15.39,8.52,8.52,8.52
  └─ Other fixed assets,0.00,0.75,0.86,0.86,1.08,1.12,1.12,1.13,1.13,
  └─ Gross Block,0.00,57.46,58.45,57.99,56.05,56.67,75.20,46.92,48.65,
  └─ Accumulated Depreciation,0.00,9.14,10.09,9.90,8.26,9.56,11.89,8.21,8.25,
CWIP,0,7,9,9,9,9,2,2,2,2
Investments,0,1,10,6,5,3,2,3,1,1
Other Assets,5,84,77,76,84,93,97,97,109,111
  └─ Trade receivables,1,44,51,50,62,62,66,73,74,81
    └─ Receivables over 6m,0,0,0,0,0,13,18,17,13,
    └─ Receivables under 6m,1,44,51,50,62,49,48,56,61,
  └─ Cash Equivalents,0,17,9,8,9,13,9,8,6,5
  └─ Loans n Advances,0,1,1,2,2,5,10,5,14,1
  └─ Other asset items,4,21,16,16,11,13,12,11,15,24
Total Assets,5,140,144,139,147,152,164,140,153,152
