Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,4,4,4,4,4,4
Reserves,155,160,171,179,171,183,191,201,215,222,225
Borrowings,0,0,0,0,4,5,6,9,9,9,4
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,3.15,4.80,5.18,5.17,5.43,5.50,3.06
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.44,0.00,0.50,4.25,3.56,3.09,0.61
  └─ Other Borrowings,0.00,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,0.01,0.00,
Other Liabilities,24,31,31,34,31,43,42,45,47,45,68
  └─ Trade Payables,14,24,24,24,22,32,32,32,33,31,52
  └─ Advance from Customers,0,0,0,1,0,0,0,0,0,0,
  └─ Other liability items,10,8,7,8,9,10,10,13,14,14,15
Total Liabilities,183,195,206,217,209,234,243,259,275,280,301
Fixed Assets,33,36,42,47,49,64,65,75,76,79,82
  └─ Land,0.23,0.23,0.23,0.23,0.23,0.23,0.37,0.31,0.31,0.28,
  └─ Building,3.81,4.23,6.13,8.04,8.62,17.42,18.35,19.01,21.89,25.09,
  └─ Plant Machinery,30.15,36.03,44.31,52.05,57.86,69.94,75.21,84.26,89.32,95.73,
  └─ Furniture n fittings,0.42,0.75,0.88,0.99,1.07,1.11,1.14,1.25,1.31,1.50,
  └─ Vehicles,0.80,0.84,0.90,0.83,0.83,0.83,0.94,0.94,0.94,0.94,
  └─ Intangible Assets,0.17,0.17,0.28,0.28,0.36,0.36,0.36,0.36,0.00,0.00,0.40
  └─ Other fixed assets,1.30,1.33,1.70,1.70,2.56,2.12,2.19,8.69,9.26,9.26,
  └─ Gross Block,36.88,43.58,54.43,64.12,71.53,92.01,98.56,114.82,123.03,132.80,
  └─ Accumulated Depreciation,3.94,8.00,12.42,17.28,22.93,28.01,33.74,39.84,47.23,53.58,
CWIP,4,3,1,2,13,3,8,3,3,3,4
Investments,36,39,46,49,42,54,58,60,77,77,72
Other Assets,110,117,118,120,106,113,112,120,119,120,142
  └─ Inventories,44,46,43,45,41,50,48,53,51,49,58
  └─ Trade receivables,35,37,51,51,41,48,48,49,53,56,60
  └─ Cash Equivalents,6,6,5,3,2,2,2,2,1,2,3
  └─ Loans n Advances,1,1,2,2,3,1,2,1,1,1,9
  └─ Other asset items,23,27,17,18,19,13,12,15,12,12,14
Total Assets,183,195,206,217,209,234,243,259,275,280,301
